country,company_name,stock_code,mapping_status,matched_name,evidence_type,source_1,source_2,source_3,confidence_or_score,notes
USA,LIVE NATION ENTMT,,needs_review,,current_mapping_row,,,,0.0,
USA,OLD DOMINION FREIGHT,,needs_review,,current_mapping_row,,,,0.0,
USA,OWENS CORNING,OC,mapped_exact_normalized,Owens Corning,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,SQUARE,,needs_review,,current_mapping_row,,,,0.0,
USA,TAKE-TWO INTERACTIVE SOF,,needs_review,,current_mapping_row,,,,0.0,
USA,TRANSUNION,TRU,mapped_exact_normalized,TransUnion,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,VISTRA ENERGY,,needs_review,,current_mapping_row,,,,0.0,
USA,BED BATH & BEYOND,BBBY,mapped_exact_normalized,"BED BATH & BEYOND, INC.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,MALLINCKRODT,,needs_review,,current_mapping_row,,,,0.0,
USA,MEDNAX,,needs_review,,current_mapping_row,,,,0.0,
USA,NAVIENT CORP,NAVI,mapped_exact_normalized,NAVIENT CORP,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,PATTERSON COS,,needs_review,,current_mapping_row,,,,0.0,
USA,WEATHERFORD INTL,,needs_review,,current_mapping_row,,,,0.0,
TAIWAN,TAIWAN FERTILIZER CO,1722,verified_tw_current_round7,"Taiwan Fertilizer Co., Ltd.",current_mapping_row,"Round7 current-code discovery: Yahoo Finance search matched `Taiwan Fertilizer Co., Ltd.`/1722.TW; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: TFC | 台灣肥料股份有限公司 | 台肥",,,1.0000,
TAIWAN,TRANSCEND INFORMATION,2451,verified_tw_reference_fuzzy,Transcend,current_mapping_row,FinLab company_basic_info:英文簡稱,,,0.9329,
TAIWAN,YULON MOTOR CO,2201,verified_tw_current_round7,Yulon Motor Company Ltd.,current_mapping_row,Round7 current-code discovery: Yahoo Finance search matched `Yulon Motor Company Ltd.`/2201.TW; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: YL | 裕隆 | 裕隆汽車製造股份有限公司,,,1.0000,
USA,AXA EQUITABLE HOLDINGS,,needs_review,,current_mapping_row,,,,0.0,
USA,BURLINGTON STORES,BURL,mapped_exact_normalized,"Burlington Stores, Inc.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,PTC,PTC,mapped_exact_normalized,PTC INC.,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,WAYFAIR A,W,mapped_exact_normalized,Wayfair Inc.,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,WELLCARE HEALTH PLANS,,needs_review,,current_mapping_row,,,,0.0,
USA,AVNET,AVT,mapped_exact_normalized,AVNET INC,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,AXIS CAPITAL HOLDINGS,AXS,mapped_exact_normalized,AXIS CAPITAL HOLDINGS LTD,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,NEW YORK COMMU BANCORP,,needs_review,,current_mapping_row,,,,0.0,
USA,TOLL BROTHERS,TOL,mapped_exact_normalized,"Toll Brothers, Inc.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
TAIWAN,HTC CORP,2498,mapped_exact_normalized,HTC,current_mapping_row,FinLab company_basic_info:英文簡稱,,,1.0,
USA,BIO-RAD LABORATORIES A,BIO,mapped_exact_normalized,"BIO-RAD LABORATORIES, INC.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,BLACK KNIGHT,,needs_review,,current_mapping_row,,,,0.0,
USA,BLACKSTONE GROUP,BX,mapped_exact_normalized,Blackstone Inc.,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,GUIDEWIRE SOFTWARE,GWRE,mapped_exact_normalized,"Guidewire Software, Inc.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,INSULET CORP,PODD,mapped_exact_normalized,INSULET CORP,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,MATCH GROUP,MTCH,mapped_exact_normalized,"Match Group, Inc.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,NEUROCRINE BIOSCIENCES,NBIX,mapped_exact_normalized,NEUROCRINE BIOSCIENCES INC,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,OMEGA HEALTHCARE INVESTO,,needs_review,,current_mapping_row,,,,0.0,
USA,RING CENTRAL A,,needs_review,,current_mapping_row,,,,0.0,
USA,RPM INTL,,needs_review,,current_mapping_row,,,,0.0,
USA,TELEDYNE TECHNOLOGIES,TDY,mapped_exact_normalized,TELEDYNE TECHNOLOGIES INC,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,TYLER TECHNOLOGIES,TYL,mapped_exact_normalized,TYLER TECHNOLOGIES INC,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,VICI PROPERTIES,VICI,mapped_exact_normalized,VICI PROPERTIES INC.,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,WEST PHARMACEUTICAL SVCS,,needs_review,,current_mapping_row,,,,0.0,
USA,BLOCK (H&R),XYZ,mapped_exact_normalized,"Block, Inc.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,BRIGHTHOUSE FINANCIAL,BHF,mapped_exact_normalized,"Brighthouse Financial, Inc.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,CIMAREX ENERGY CO,,needs_review,,current_mapping_row,,,,0.0,
USA,FLUOR CORP,FLR,mapped_exact_normalized,FLUOR CORP,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,MACY'S,M,mapped_exact_normalized,"Macy's, Inc.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,PLAINS GP HOLDINGS A,PAGP,mapped_exact_normalized,PLAINS GP HOLDINGS LP,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,QURATE RETAIL A,,needs_review,,current_mapping_row,,,,0.0,
TAIWAN,WIWYNN CORPORATION,6669,mapped_exact_normalized,Wiwynn,current_mapping_row,FinLab company_basic_info:英文簡稱,,,1.0,
USA,CERIDIAN HCM HOLDING,,needs_review,,current_mapping_row,,,,0.0,
USA,CHEWY A,CHWY,mapped_exact_normalized,"Chewy, Inc.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,CLOUDFLARE A,NET,mapped_exact_normalized,"Cloudflare, Inc.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,GENERAC HOLDINGS,GNRC,mapped_exact_normalized,GENERAC HOLDINGS INC.,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,HORIZON THERAPEUTICS PLC,,needs_review,,current_mapping_row,,,,0.0,
USA,IMMUNOMEDICS,,needs_review,,current_mapping_row,,,,0.0,
USA,LIVONGO HEALTH,,needs_review,,current_mapping_row,,,,0.0,
USA,MONOLITHIC POWER SYSTEMS,MPWR,mapped_exact_normalized,MONOLITHIC POWER SYSTEMS INC,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,MYOKARDIA,,needs_review,,current_mapping_row,,,,0.0,
USA,POOL CORP,POOL,mapped_exact_normalized,POOL CORP,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,PPD,,needs_review,,current_mapping_row,,,,0.0,
USA,ROYALTY PHARMA A,RPRX,mapped_exact_normalized,Royalty Pharma plc,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,SOLAREDGE TECHNOLOGIES,SEDG,mapped_exact_normalized,"SOLAREDGE TECHNOLOGIES, INC.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,ZENDESK,,needs_review,,current_mapping_row,,,,0.0,
USA,COMERICA,,needs_review,,current_mapping_row,,,,0.0,
USA,FEDERAL REALTY INV TRUST,,needs_review,,current_mapping_row,,,,0.0,
USA,NATIONAL OILWELL VARCO,,needs_review,,current_mapping_row,,,,0.0,
USA,NIELSEN HOLDINGS PLC,,needs_review,,current_mapping_row,,,,0.0,
USA,PEOPLES UNITED FINANCIAL,,needs_review,,current_mapping_row,,,,0.0,
USA,RALPH LAUREN CORP A,RL,mapped_exact_normalized,RALPH LAUREN CORP,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,SIGNATURE BANK,SBNY,verified_historical_round4,Signature Bank,current_mapping_row,Round4 conflict review: https://www.nasdaq.com/press-release/signature-bank-releases-2022-form-10-k-2023-03-02 | https://www.fdic.gov/news/press-releases/2023/pr23018.html,,,0.98,
TAIWAN,FORMOSA TAFFETA CO,1434,verified_tw_current_round7,"Formosa Taffeta Co., Ltd.",current_mapping_row,"Round7 current-code discovery: Yahoo Finance search matched `Formosa Taffeta Co., Ltd.`/1434.TW; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: F.T.C | 福懋 | 福懋興業股份有限公司",,,1.0000,
USA,BILL.COM HOLDINGS,BILL,mapped_exact_normalized,"BILL Holdings, Inc.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,COINBASE GLOBAL A,COIN,mapped_exact_normalized,"Coinbase Global, Inc.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,ENTEGRIS,ENTG,mapped_exact_normalized,ENTEGRIS INC,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,ZOOMINFO TECH A,ZI,verified_historical_round4,ZoomInfo Technologies Inc. Class A,current_mapping_row,Round4 conflict review: https://www.sec.gov/Archives/edgar/data/1794515/000179451524000211/zi-20231231.htm | https://www.sec.gov/Archives/edgar/data/1794515/000179451525000097/zi-8kex991x20250512.htm,,,0.98,
USA,PINNACLE WEST CAPITAL,PNW,mapped_exact_normalized,PINNACLE WEST CAPITAL CORP,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,RENAISSANCERE HOLDINGS,RNR,mapped_exact_normalized,RENAISSANCERE HOLDINGS LTD,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,VOYA FINANCIAL,VOYA,mapped_exact_normalized,"Voya Financial, Inc.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
TAIWAN,EMEMORY TECHNOLOGY,3529,verified_tw_reference_fuzzy,eMemory,current_mapping_row,FinLab company_basic_info:英文簡稱,,,0.9289,
TAIWAN,VOLTRONIC POWER TECH,6409,verified_tw_reference_fuzzy,VOLTRONIC,current_mapping_row,FinLab company_basic_info:英文簡稱,,,0.935,
USA,ARES MANAGEMENT CORP,ARES,mapped_exact_normalized,Ares Management Corp,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,ASPEN TECHNOLOGY,,needs_review,,current_mapping_row,,,,0.0,
USA,FERGUSON(US),,needs_review,,current_mapping_row,,,,0.0,
USA,HUBBELL,HUBB,mapped_exact_normalized,HUBBELL INC,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,OVINTIV(US),OVV,mapped_exact_normalized,Ovintiv Inc.,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,TOAST A,TOST,mapped_exact_normalized,"Toast, Inc.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,WOLFSPEED,WOLF,mapped_exact_normalized,"WOLFSPEED, INC.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,AMC ENTMT HLDG PREF UNIT,,needs_review,,current_mapping_row,,,,0.0,
USA,IAC,IAC,mapped_exact_normalized,IAC Inc.,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,VORNADO REALTY TRUST,VNO,mapped_exact_normalized,VORNADO REALTY TRUST,current_mapping_row,SEC company_tickers_exchange,,,1.0,
TAIWAN,PHARMAESSENTIA,6446,verified_tw_historical_round7,PharmaEssentia Corp.,current_mapping_row,Round7 official historical delisted source: TPEx EN deListed official delist_date=2024-01-25,,,1.0000,
USA,CELSIUS HLDGS,CELH,verified_us_web_high_confidence,"Celsius Holdings, Inc.",current_mapping_row,web_verified_round2:https://ir.celsiusholdingsinc.com/overview/default.aspx,,,0.95,
USA,CNH INDUSTRIAL (US),,needs_review,,current_mapping_row,,,,0.0,
USA,VERTIV HOLDINGS A,VRT,mapped_exact_normalized,Vertiv Holdings Co,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,ARROW ELECTRONICS,ARW,mapped_exact_normalized,"ARROW ELECTRONICS, INC.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,DENTSPLY SIRONA,XRAY,mapped_exact_normalized,DENTSPLY SIRONA Inc.,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,HEALTHCARE REALTY T(NEW),,needs_review,,current_mapping_row,,,,0.0,
USA,INVESCO LTD,IVZ,mapped_exact_normalized,Invesco Ltd.,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,MOHAWK INDUSTRIES,MHK,mapped_exact_normalized,MOHAWK INDUSTRIES INC,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,SEALED AIR CORP,,needs_review,,current_mapping_row,,,,0.0,
USA,WEBSTER FINANCIAL CORP,WBS,mapped_exact_normalized,WEBSTER FINANCIAL CORP,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,WHIRLPOOL CORP,WHR,mapped_exact_normalized,Whirlpool Corporation Common Stock,current_mapping_row,NasdaqTrader otherlisted,,,1.0,
TAIWAN,ALCHIP TECHNOLOGIES,3661,verified_tw_reference_fuzzy,Alchip,current_mapping_row,FinLab company_basic_info:英文簡稱,,,0.9216,
USA,BATH & BODY WORKS,BBWI,mapped_exact_normalized,"Bath & Body Works, Inc.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,CHORD ENERGY CORP,CHRD,mapped_exact_normalized,Chord Energy Corp,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,PARAMOUNT GLOBAL B,,needs_review,,current_mapping_row,,,,0.0,
TAIWAN,INTL GAMES SYSTEM C,3293,verified_tw_yahoo_google_round8,"International Games System Co., Ltd. / 鈊象",current_mapping_row,Round8 Yahoo Finance query: International Games System -> 3293.TWO,,,0.99,
TAIWAN,JENTECH PRECISION INDL,3653,verified_tw_reference_fuzzy,JENTECH,current_mapping_row,FinLab company_basic_info:英文簡稱,,,0.9218,
USA,AMRIZE (US),AMRZ,mapped_exact_normalized,Amrize Ltd,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,ASTERA LABS,ALAB,mapped_exact_normalized,"Astera Labs, Inc.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,BLOOM ENERGY CORP A,BE,mapped_exact_normalized,Bloom Energy Corp,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,CIENA CORP,CIEN,mapped_exact_normalized,CIENA CORP,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,COMFORT SYSTEMS USA,FIX,mapped_exact_normalized,COMFORT SYSTEMS USA INC,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,COREWEAVE A,CRWV,mapped_exact_normalized,"CoreWeave, Inc.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,CREDO TECHNOLOGY,CRDO,mapped_exact_normalized,Credo Technology Group Holding Ltd,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,ECHOSTAR HOLDING A,SATS,mapped_exact_normalized,EchoStar CORP,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,INSMED,INSM,mapped_exact_normalized,INSMED Inc,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,IONQ,IONQ,mapped_exact_normalized,"IonQ, Inc.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,AKAMAI TECHNOLOGIES,AKAM,mapped_exact_normalized,AKAMAI TECHNOLOGIES INC,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,DAVITA HEALTHCARE PARTNR,,needs_review,,current_mapping_row,,,,0.0,
USA,REVVITY,RVTY,mapped_exact_normalized,"REVVITY, INC.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,U-HAUL HOLDING NV,UHAL,mapped_exact_normalized,U-Haul Holding Co /NV/,current_mapping_row,SEC company_tickers_exchange,,,1.0,
TAIWAN,ASPEED TECHNOLOGY,5274,verified_tw_reference_fuzzy,ASPEED,current_mapping_row,FinLab company_basic_info:英文簡稱,,,0.9253,
TAIWAN,BIZLINK HOLDING,3665,verified_tw_current_round7,BizLink Holding Inc.,current_mapping_row,Round7 current-code discovery: Yahoo Finance search matched `BizLink Holding Inc.`/3665.TW; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: BHI (BizLink) | 貿聯-KY | 貿聯控股(BizLink Holding Inc.),,,1.0000,
TAIWAN,CHROMA ATE,2360,verified_tw_reference_fuzzy,CHROMA,current_mapping_row,FinLab company_basic_info:英文簡稱,,,0.95,
TAIWAN,GOLD CIRCUIT ELECTRONICS,2368,verified_tw_current_round7,Gold Circuit Electronics Ltd.,current_mapping_row,Round7 current-code discovery: Yahoo Finance search matched `Gold Circuit Electronics Ltd.`/2368.TW; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: GCE | 金像電 | 金像電子(股)公司,,,1.0000,
TAIWAN,KING YUAN ELECTRONICS CO,2449,verified_tw_current_round7,"King Yuan Electronics Co., Ltd.",current_mapping_row,"Round7 current-code discovery: Yahoo Finance search matched `King Yuan Electronics Co., Ltd.`/2449.TW; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: KYEC | 京元電子 | 京元電子股份有限公司",,,1.0000,
TAIWAN,ACER,2353,mapped_exact_normalized,ACER,current_mapping_row,FinLab company_basic_info:英文簡稱,,,1.0,
TAIWAN,AUO CORP,2409,mapped_exact_normalized,AUO,current_mapping_row,FinLab company_basic_info:英文簡稱,,,1.0,
TAIWAN,SYNNEX TECHNOLOGY INTL,2347,verified_tw_reference_fuzzy,Synnex,current_mapping_row,FinLab company_basic_info:英文簡稱,,,0.9173,
USA,ACELYRIN,,needs_review,,current_mapping_row,,,,0.0,
USA,ADVANTAGE SOLUTION A,,needs_review,,current_mapping_row,,,,0.0,
USA,ALPINE IMMUNE SCIENCES,,needs_review,,current_mapping_row,,,,0.0,
USA,APPLIED DIGITAL,APLD,mapped_exact_normalized,Applied Digital Corp.,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,ARCHER AVIATION A,ACHR,mapped_exact_normalized,Archer Aviation Inc.,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,ATLAS ENERGY SOLUTIONS A,AESI,mapped_exact_normalized,Atlas Energy Solutions Inc.,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,ATMUS FILTRATION TECH,,needs_review,,current_mapping_row,,,,0.0,
USA,BEL FUSE B,BELFA,mapped_exact_normalized,Bel Fuse Inc. - Class A Common Stock,current_mapping_row,NasdaqTrader nasdaqlisted,,,1.0,
USA,CABALETTA BIO,CABA,mapped_exact_normalized,"Cabaletta Bio, Inc.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,CANTALOUPE,CTLP,mapped_exact_normalized,"CANTALOUPE, INC.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,CIPHER MINING,,needs_review,,current_mapping_row,,,,0.0,
USA,CLEANSPARK,CLSK,mapped_exact_normalized,"CLEANSPARK, INC.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,DIGIMARC CORP,DMRC,mapped_exact_normalized,Digimarc Corporation - Common Stock,current_mapping_row,NasdaqTrader nasdaqlisted,,,1.0,
USA,DISC MEDICINE,IRON,mapped_exact_normalized,"Disc Medicine, Inc.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,DIVERSIFIED HEALTHCARE,,needs_review,,current_mapping_row,,,,0.0,
USA,FUBOTV,FUBO,mapped_exact_normalized,FuboTV Inc.,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,GRANITE RIDGE RES,,needs_review,,current_mapping_row,,,,0.0,
USA,GREENE COUNTY BANCORP,GCBC,mapped_exact_normalized,GREENE COUNTY BANCORP INC,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,HOLLEY,HLLY,mapped_exact_normalized,Holley Inc.,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,HOVNANIAN ENTERPRISES A,HOV,mapped_exact_normalized,HOVNANIAN ENTERPRISES INC,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,IRADIMED CORP,IRMD,mapped_exact_normalized,IRADIMED CORP,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,LANZATECH GLOBAL,LNZA,mapped_exact_normalized,"LanzaTech Global, Inc.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,MARINE PRODUCTS CORP,,needs_review,,current_mapping_row,,,,0.0,
USA,METALS CO (THE),,needs_review,,current_mapping_row,,,,0.0,
USA,MOONLAKE IMMUNO,,needs_review,,current_mapping_row,,,,0.0,
USA,ORGANOGENESIS A,ORGO,mapped_exact_normalized,Organogenesis Holdings Inc.,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,P10 A,,needs_review,,current_mapping_row,,,,0.0,
USA,PEAKSTONE REALTY REIT,,needs_review,,current_mapping_row,,,,0.0,
USA,POWELL INDUSTRIES,POWL,mapped_exact_normalized,POWELL INDUSTRIES INC,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,TACTILE SYSTEMS TECH,,needs_review,,current_mapping_row,,,,0.0,
USA,TERAWULF,WULF,mapped_exact_normalized,TERAWULF INC.,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,VERA THERAPEUTICS A,VERA,mapped_exact_normalized,"Vera Therapeutics, Inc.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,WEAVE COMMUNICATIONS,WEAV,mapped_exact_normalized,"Weave Communications, Inc.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,EAGLE PHARMACEUTICALS,,needs_review,,current_mapping_row,,,,0.0,
USA,FIBROGEN,,needs_review,,current_mapping_row,,,,0.0,
USA,HOMESTREET,,needs_review,,current_mapping_row,,,,0.0,
USA,KARYOPHARM THERAPEUTICS,KPTI,mapped_exact_normalized,Karyopharm Therapeutics Inc.,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,NANOSTRING TECHNOLOGIES,,needs_review,,current_mapping_row,,,,0.0,
USA,NGM BIOPHARMACEUTICALS,,needs_review,,current_mapping_row,,,,0.0,
USA,ORCHESTRA BIOMED HLDGS,,needs_review,,current_mapping_row,,,,0.0,
USA,PROFRAC HOLDING A,ACDC,mapped_exact_normalized,ProFrac Holding Corp.,current_mapping_row,SEC company_tickers_exchange,,,1.0,
TAIWAN,ABILITY OPTO ELECTRONICS,3362,verified_tw_current_round7,"Ability Opto-Electronics Technology Co.,Ltd.",current_mapping_row,"Round7 current-code discovery: Yahoo Finance search matched `Ability Opto-Electronics Technology Co.,Ltd.`/3362.TWO; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: ABILITY | 先進光 | 先進光電科技股份有限公司",,,1.0000,
TAIWAN,ACTER CO,5536,mapped_exact_normalized,ACTER,current_mapping_row,FinLab company_basic_info:英文簡稱,,,1.0,
TAIWAN,AMBASSADOR HOTEL (THE),2704,verified_tw_yahoo_google_round8,"The Ambassador Hotel, Ltd. / 國賓",current_mapping_row,Round8 Yahoo Finance query: Ambassador Hotel Taiwan -> 2704.TW,,,0.99,
TAIWAN,CENTRAL REINSURANCE,2851,verified_tw_reference_fuzzy,Central Re,current_mapping_row,FinLab company_basic_info:英文簡稱,,,0.9426,
TAIWAN,CHANNEL WELL TECH CO,3078,verified_tw_current_round7,"Channel Well Technology Co.,Ltd.",current_mapping_row,"Round7 current-code discovery: Yahoo Finance search matched `Channel Well Technology Co.,Ltd.`/3078.TWO; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: CWT | 僑威 | 僑威科技股份有限公司",,,1.0000,
TAIWAN,CHENBRO MICOM,8210,verified_tw_reference_fuzzy,CHENBRO,current_mapping_row,FinLab company_basic_info:英文簡稱,,,0.9438,
TAIWAN,DEPO AUTO PARTS INDL CO,6605,verified_tw_yahoo_google_round8,"Depo Auto Parts Industrial Co., Ltd. / 帝寶",current_mapping_row,Round8 Yahoo Finance query: Depo Auto Parts Industrial -> 6605.TW,,,0.99,
TAIWAN,EVERGREEN AVIATION TECH,2645,verified_tw_current_round7,Evergreen Aviation Technologies Corporation,current_mapping_row,Round7 current-code discovery: Yahoo Finance search matched `Evergreen Aviation Technologies Corporation`/2645.TW; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: EGAT | 長榮航太 | 長榮航太科技股份有限公司,,,1.0000,
TAIWAN,IBASE TECHNOLOGY,8050,verified_tw_reference_fuzzy,IBASE,current_mapping_row,FinLab company_basic_info:英文簡稱,,,0.9213,
TAIWAN,KENMEC MECHANICAL ENGR,6125,verified_tw_reference_fuzzy,KENMEC,current_mapping_row,FinLab company_basic_info:英文簡稱,,,0.9173,
TAIWAN,L&K ENGINEERING CO,6139,verified_tw_reference_fuzzy,L & K,current_mapping_row,FinLab company_basic_info:英文簡稱,,,0.9268,
TAIWAN,LUXNET CORP,4979,mapped_exact_normalized,LuxNet,current_mapping_row,FinLab company_basic_info:英文簡稱,,,1.0,
TAIWAN,ORIENT SEMICONDUCTOR ELE,2329,verified_tw_current_round7,"Orient Semiconductor Electronics, Limited",current_mapping_row,"Round7 current-code discovery: Yahoo Finance search matched `Orient Semiconductor Electronics, Limited`/2329.TW; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: OSE | 華泰 | 華泰電子股份有限公司",,,1.0000,
TAIWAN,QUANTA STORAGE,6188,verified_tw_current_round7,Quanta Storage Inc.,current_mapping_row,Round7 current-code discovery: Yahoo Finance search matched `Quanta Storage Inc.`/6188.TWO; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: QSI | 廣明 | 廣明光電股份有限公司,,,1.0000,
TAIWAN,SUNONWEALTH ELEC MACHINE,2421,verified_tw_yahoo_google_round8,"Sunonwealth Electric Machine Industry Co., Ltd. / 建準",current_mapping_row,Round8 Yahoo Finance query: Sunonwealth Electric Machine -> 2421.TW,,,0.99,
TAIWAN,ZILLTEK TECHNOLOGY,6679,verified_tw_reference_fuzzy,ZILLTEK,current_mapping_row,FinLab company_basic_info:英文簡稱,,,0.9289,
TAIWAN,RDC SEMICONDUCTOR CO,3228,verified_tw_current_round7,"RDC Semiconductor Co., Ltd.",current_mapping_row,"Round7 current-code discovery: Yahoo Finance search matched `RDC Semiconductor Co., Ltd.`/3228.TWO; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: RDC | 金麗科 | 金麗科技股份有限公司",,,1.0000,
TAIWAN,SESODA CORP,1708,mapped_exact_normalized,SESODA,current_mapping_row,FinLab company_basic_info:英文簡稱,,,1.0,
USA,AMERICAN SUPERCONDUCTOR,AMSC,mapped_exact_normalized,American Superconductor Corporation - Common Stock,current_mapping_row,NasdaqTrader nasdaqlisted,,,1.0,
USA,ARBUTUS BIOPHARMA CORP,ABUS,mapped_exact_normalized,Arbutus Biopharma Corp,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,ASTRIA THERAPEUTICS,,needs_review,,current_mapping_row,,,,0.0,
USA,AVADEL PHARMACEUTICALS,,needs_review,,current_mapping_row,,,,0.0,
USA,BLEND LABS A,BLND,mapped_exact_normalized,"Blend Labs, Inc.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,BOWHEAD SPECIALTY HLDGS,,needs_review,,current_mapping_row,,,,0.0,
USA,BURKE & HERBERT BNK & TR,,needs_review,,current_mapping_row,,,,0.0,
USA,CAREDX,CDNA,mapped_exact_normalized,"CareDx, Inc.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,CENTURI HLDGS,,needs_review,,current_mapping_row,,,,0.0,
USA,CLOVER HEALTH INV A,,needs_review,,current_mapping_row,,,,0.0,
