country,company_name,stock_code,mapping_status,matched_name,evidence_type,source_1,source_2,source_3,confidence_or_score,notes
USA,GREEN BANCORP,,needs_review,,current_mapping_row,,,,0.0,
USA,GREIF B,GEF,mapped_exact_normalized,"GREIF, INC",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,GUARANTY BANCORP,,needs_review,,current_mapping_row,,,,0.0,
USA,HEMISPHERE MEDIA GROUP A,,needs_review,,current_mapping_row,,,,0.0,
USA,HERITAGE COMMERCE CORP,,needs_review,,current_mapping_row,,,,0.0,
USA,HESKA CORP,,needs_review,,current_mapping_row,,,,0.0,
USA,HOOKER FURNITURE CORP,,needs_review,,current_mapping_row,,,,0.0,
USA,HOSTESS BRANDS A,,needs_review,,current_mapping_row,,,,0.0,
USA,INTERNATIONAL SEAWAYS,INSW,mapped_exact_normalized,"International Seaways, Inc.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,INVITAE,,needs_review,,current_mapping_row,,,,0.0,
USA,IRHYTHM TECHNOLOGIES,,needs_review,,current_mapping_row,,,,0.0,
USA,JAGGED PEAK ENERGY,,needs_review,,current_mapping_row,,,,0.0,
USA,JOUNCE THERAPEUTICS,,needs_review,,current_mapping_row,,,,0.0,
USA,KEANE GROUP,,needs_review,,current_mapping_row,,,,0.0,
USA,KEMET CORP,,needs_review,,current_mapping_row,,,,0.0,
USA,KEY ENERGY SERVICES,,needs_review,,current_mapping_row,,,,0.0,
USA,KMG CHEMICALS,,needs_review,,current_mapping_row,,,,0.0,
USA,LANTHEUS HOLDINGS,LNTH,mapped_exact_normalized,"Lantheus Holdings, Inc.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,LAUREATE EDUCATION A,LAUR,mapped_exact_normalized,"LAUREATE EDUCATION, INC.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,LEMAITRE VASCULAR,LMAT,mapped_exact_normalized,LEMAITRE VASCULAR INC,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,LIBERTY LILAC A,,needs_review,,current_mapping_row,,,,0.0,
USA,MAMMOTH ENERGY SERVICES,TUSK,mapped_exact_normalized,"MAMMOTH ENERGY SERVICES, INC.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,MIDLAND STS BANCORP,,needs_review,,current_mapping_row,,,,0.0,
USA,MIDSTATES PETROLEUM,,needs_review,,current_mapping_row,,,,0.0,
USA,MYOVANT SCIENCES,,needs_review,,current_mapping_row,,,,0.0,
USA,NEFF CORP A,,needs_review,,current_mapping_row,,,,0.0,
USA,PACIFIC CONTINENTAL CORP,,needs_review,,current_mapping_row,,,,0.0,
USA,PEAPACK GLADSTONE FINL,,needs_review,,current_mapping_row,,,,0.0,
USA,PEOPLE'S UTAH BANCORP,,needs_review,,current_mapping_row,,,,0.0,
USA,QUANTENNA COMMUNICATIONS,,needs_review,,current_mapping_row,,,,0.0,
USA,RA PHARMACEUTICALS,,needs_review,,current_mapping_row,,,,0.0,
USA,REATA PHARMACEUTICALS A,,needs_review,,current_mapping_row,,,,0.0,
USA,REPUBLIC FIRST BANCORP,,needs_review,,current_mapping_row,,,,0.0,
USA,REV GROUP,,needs_review,,current_mapping_row,,,,0.0,
USA,RYERSON HOLDING CORP,RYZ,mapped_exact_normalized,Ryerson Holding Corp,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,SOUTHWEST BANCORP,,needs_review,,current_mapping_row,,,,0.0,
USA,SPARK ENERGY A,,needs_review,,current_mapping_row,,,,0.0,
USA,SUTHERLAND ASSET MGMT,,needs_review,,current_mapping_row,,,,0.0,
USA,SYSTEMAX,,needs_review,,current_mapping_row,,,,0.0,
USA,TELLURIAN,,needs_review,,current_mapping_row,,,,0.0,
USA,TRC COS,,needs_review,,current_mapping_row,,,,0.0,
USA,TUCOWS,TCX,mapped_exact_normalized,Tucows Inc. - Common Stock,current_mapping_row,NasdaqTrader nasdaqlisted,,,1.0,
USA,UMH PROPERTIES,UMH,mapped_exact_normalized,"UMH PROPERTIES, INC.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,VALVOLINE,VVV,mapped_exact_normalized,VALVOLINE INC,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,WILDHORSE RESOURCE DEV,,needs_review,,current_mapping_row,,,,0.0,
USA,ADEPTUS HEALTH A,,needs_review,,current_mapping_row,,,,0.0,
USA,ARROWHEAD PHARMA,,needs_review,,current_mapping_row,,,,0.0,
USA,CELADON GROUP,,needs_review,,current_mapping_row,,,,0.0,
USA,CLEARSIDE BIOMEDICAL,CLSDQ,mapped_exact_normalized,"Clearside Biomedical, Inc.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,DHI GROUP,DHX,mapped_exact_normalized,"DHI GROUP, INC.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,EXCO RESOURCES INC,,needs_review,,current_mapping_row,,,,0.0,
USA,FIRST NBC BANK HOLDING,,needs_review,,current_mapping_row,,,,0.0,
USA,HORNBECK OFFSHORE SVCS,,needs_review,,current_mapping_row,,,,0.0,
USA,JONES ENERGY A,,needs_review,,current_mapping_row,,,,0.0,
USA,MANNKIND CORP,MNKD,mapped_exact_normalized,MANNKIND CORP,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,NANTKWEST,,needs_review,,current_mapping_row,,,,0.0,
USA,NII HOLDINGS,,needs_review,,current_mapping_row,,,,0.0,
USA,ONCOMED PHARMACEUTICALS,,needs_review,,current_mapping_row,,,,0.0,
USA,OPHTHOTECH,,needs_review,,current_mapping_row,,,,0.0,
USA,OVASCIENCE,,needs_review,,current_mapping_row,,,,0.0,
USA,PHI NV,,needs_review,,current_mapping_row,,,,0.0,
USA,RUBY TUESDAY,,needs_review,,current_mapping_row,,,,0.0,
USA,SORRENTO THERAPEUTICS,,needs_review,,current_mapping_row,,,,0.0,
USA,SPORTSMANS WAREHOUSE,,needs_review,,current_mapping_row,,,,0.0,
USA,TRANSENTERIX,,needs_review,,current_mapping_row,,,,0.0,
USA,TREVENA,,needs_review,,current_mapping_row,,,,0.0,
USA,TUESDAY MORNING CORP,,needs_review,,current_mapping_row,,,,0.0,
USA,WALTER INV MGMT CO A,,needs_review,,current_mapping_row,,,,0.0,
TAIWAN,CONCRAFT HOLDING,4943,mapped_exact_normalized,CONCRAFT,current_mapping_row,FinLab company_basic_info:英文簡稱,,,1.0,
TAIWAN,GENIUS ELECTR OPTICAL,3406,verified_tw_yahoo_round8,"Genius Electronic Optical Co.,Ltd.",current_mapping_row,"Round8 Yahoo Finance search query `GENIUS ELECTR OPTICAL` matched `Genius Electronic Optical Co.,Ltd.`/3406.TW. Local refs if present: GSEO | 玉晶光 | 玉晶光電股份有限公司",,,0.9130,
TAIWAN,RUN LONG CONSTRUCTION CO,1808,verified_tw_reference_fuzzy,RUN LONG,current_mapping_row,FinLab company_basic_info:英文簡稱,,,0.9281,
TAIWAN,TAIWAN UNION TECHNOLOGY,6274,verified_tw_current_round7,Taiwan Union Technology Corporation,current_mapping_row,Round7 current-code discovery: Yahoo Finance search matched `Taiwan Union Technology Corporation`/6274.TWO; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: tuc | 台燿 | 台燿科技股份有限公司,,,1.0000,
TAIWAN,BOARDTEK ELECTRONICS CO,5349,verified_tw_historical_round7,BOARDTEK ELECTRONICS COR.,current_mapping_row,Round7 official historical delisted source: TPEx EN deListed official delist_date=2020-11-04,,,1.0000,
TAIWAN,GREEN ENERGY TECHNOLOGY,3519,verified_tw_historical_round8,Green Energy Technology Inc. / 綠能,current_mapping_row,Round8 Yahoo/Google historical quote: Green Energy Technology 3519.TW; delisted,,,0.99,
USA,ADAMAS PHARMACEUTICALS,,needs_review,,current_mapping_row,,,,0.0,
USA,ALTA MESA RESOURCES A,,needs_review,,current_mapping_row,,,,0.0,
USA,AMERICOLD REALTY,,needs_review,,current_mapping_row,,,,0.0,
USA,APELLIS PHARMACEUTICALS,APLS,mapped_exact_normalized,"Apellis Pharmaceuticals, Inc.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,ATHENEX,,needs_review,,current_mapping_row,,,,0.0,
USA,AVAYA HOLDINGS,,needs_review,,current_mapping_row,,,,0.0,
USA,B RILEY FINANCIAL,,needs_review,,current_mapping_row,,,,0.0,
USA,BANK MARIN,,needs_review,,current_mapping_row,,,,0.0,
USA,BYLINE BANCORP,BY,mapped_exact_normalized,"BYLINE BANCORP, INC.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,CACTUS A,WHD,mapped_exact_normalized,"Cactus, Inc.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,CADENCE BANCORP A,,needs_review,,current_mapping_row,,,,0.0,
USA,CAMBIUM LEARNING GROUP,,needs_review,,current_mapping_row,,,,0.0,
USA,CIVEO CORPORATION,CVEO,mapped_exact_normalized,Civeo Corp,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,CLOUDERA,,needs_review,,current_mapping_row,,,,0.0,
USA,COLONY NORTHSTAR CR A,,needs_review,,current_mapping_row,,,,0.0,
USA,CRISPR THERAPEUTICS,,needs_review,,current_mapping_row,,,,0.0,
USA,DECIPHERA PHARMA,,needs_review,,current_mapping_row,,,,0.0,
USA,DENALI THERAPEUTICS,DNLI,mapped_exact_normalized,Denali Therapeutics Inc.,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,DICERNA PHARMACEUTICALS,,needs_review,,current_mapping_row,,,,0.0,
USA,DOVA PHARMA,,needs_review,,current_mapping_row,,,,0.0,
USA,EVOQUA WATER TECH,,needs_review,,current_mapping_row,,,,0.0,
USA,FATE THERAPEUTICS,FATE,mapped_exact_normalized,FATE THERAPEUTICS INC,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,FGL HOLDINGS,,needs_review,,current_mapping_row,,,,0.0,
USA,FORESCOUT TECHNOLOGIES,,needs_review,,current_mapping_row,,,,0.0,
USA,FRP HOLDINGS INC,FRPH,mapped_exact_normalized,"FRP HOLDINGS, INC.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,FTS INTERNATIONAL,,needs_review,,current_mapping_row,,,,0.0,
USA,GATES INDUSTRIAL,GTES,mapped_exact_normalized,Gates Industrial Corp plc,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,GLYCOMIMETICS,,needs_review,,current_mapping_row,,,,0.0,
USA,HERITAGE-CRYSTAL CLEAN,,needs_review,,current_mapping_row,,,,0.0,
USA,INDEPENDENCE HOLDING CO,,needs_review,,current_mapping_row,,,,0.0,
USA,INTREPID POTASH,IPI,mapped_exact_normalized,"Intrepid Potash, Inc.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,KURA ONCOLOGY,KURA,mapped_exact_normalized,"Kura Oncology, Inc.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,LUTHER BURBANK,,needs_review,,current_mapping_row,,,,0.0,
USA,MERCHANTS BANCORP,MBIN,mapped_exact_normalized,Merchants Bancorp,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,MIRATI THERAPEUTICS,,needs_review,,current_mapping_row,,,,0.0,
USA,MODEL N,,needs_review,,current_mapping_row,,,,0.0,
USA,NATIONAL VISION HOLDINGS,EYE,mapped_exact_normalized,"National Vision Holdings, Inc.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,NINE ENERGY SERVICE,NINE,mapped_exact_normalized,"Nine Energy Service, Inc.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,OLD LINE BANCSHARES,,needs_review,,current_mapping_row,,,,0.0,
USA,OPTINOSE,,needs_review,,current_mapping_row,,,,0.0,
USA,PENN VIRGINIA,,needs_review,,current_mapping_row,,,,0.0,
USA,PLAYAGS,,needs_review,,current_mapping_row,,,,0.0,
USA,PQ GROUP HOLDINGS,,needs_review,,current_mapping_row,,,,0.0,
USA,QUINSTREET,QNST,mapped_exact_normalized,"QUINSTREET, INC",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,R1 RCM,,needs_review,,current_mapping_row,,,,0.0,
USA,REDFIN,,needs_review,,current_mapping_row,,,,0.0,
USA,RHYTHM PHARMACEUTICALS,RYTM,mapped_exact_normalized,"RHYTHM PHARMACEUTICALS, INC.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,SAILPOINT TECH HLDGS,,needs_review,,current_mapping_row,,,,0.0,
USA,SENDGRID,,needs_review,,current_mapping_row,,,,0.0,
USA,STERLING BANCORP (XNCM),,needs_review,,current_mapping_row,,,,0.0,
USA,TABULA RASA HEALTHCARE,,needs_review,,current_mapping_row,,,,0.0,
USA,TECHTARGET,TTGT,mapped_exact_normalized,"TechTarget, Inc.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,TIDEWATER,TDW,mapped_exact_normalized,TIDEWATER INC,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,TPI COMPOSITES,TPICQ,mapped_exact_normalized,"TPI COMPOSITES, INC",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,UNIQURE (US),,needs_review,,current_mapping_row,,,,0.0,
USA,UNITED COMMUNITY FINL,,needs_review,,current_mapping_row,,,,0.0,
USA,UPLAND SOFTWARE,UPLD,mapped_exact_normalized,"Upland Software, Inc.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,VERSO NEW,,needs_review,,current_mapping_row,,,,0.0,
USA,VIEWRAY,,needs_review,,current_mapping_row,,,,0.0,
USA,W&T OFFSHORE,WTI,mapped_exact_normalized,W&T OFFSHORE INC,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,WILLSCOT A,WSC,mapped_exact_normalized,WillScot Holdings Corp,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,AXOVANT SCIENCES,,needs_review,,current_mapping_row,,,,0.0,
USA,CALITHERA BIOSCIENCES,,needs_review,,current_mapping_row,,,,0.0,
USA,CELLDEX THERAPEUTICS,CLDX,mapped_exact_normalized,"Celldex Therapeutics, Inc.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,CLEAN ENERGY FUELS,CLNE,mapped_exact_normalized,Clean Energy Fuels Corp.,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,FTD COMPANIES,,needs_review,,current_mapping_row,,,,0.0,
USA,ICONIX BRAND GROUP,,needs_review,,current_mapping_row,,,,0.0,
USA,IMPINJ,PI,mapped_exact_normalized,IMPINJ INC,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,PICO HOLDINGS,,needs_review,,current_mapping_row,,,,0.0,
USA,PIER 1 IMPORTS,,needs_review,,current_mapping_row,,,,0.0,
USA,REVLON A,,needs_review,,current_mapping_row,,,,0.0,
USA,RIGNET,,needs_review,,current_mapping_row,,,,0.0,
USA,ROADRUNNER TRANSPORT SYS,,needs_review,,current_mapping_row,,,,0.0,
USA,SENECA FOODS CORP A,SENEB,mapped_exact_normalized,Seneca Foods Corp,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,TELIGENT,,needs_review,,current_mapping_row,,,,0.0,
TAIWAN,CAREER TECHNOLOGY CO,6153,verified_tw_reference_fuzzy,Career Tech.,current_mapping_row,FinLab company_basic_info:英文簡稱,,,0.9547,
TAIWAN,CHANG WAH TECHNOLOGY,8070,verified_tw_reference_fuzzy,CHANG WAH,current_mapping_row,FinLab company_basic_info:英文簡稱,,,0.935,
TAIWAN,HSIN KUANG STEEL CO,2031,verified_tw_current_round7,Hsin Kuang Steel Company Limited,current_mapping_row,Round7 current-code discovery: Yahoo Finance search matched `Hsin Kuang Steel Company Limited`/2031.TW; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: Hkssteel | 新光鋼 | 新光鋼鐵股份有限公司,,,1.0000,
TAIWAN,MACHVISION,3563,mapped_exact_normalized,MACHVISION,current_mapping_row,FinLab company_basic_info:英文簡稱,,,1.0,
TAIWAN,SWANCOR HOLDING CO,3708,mapped_exact_normalized,Swancor,current_mapping_row,FinLab company_basic_info:英文簡稱,,,1.0,
TAIWAN,TANVEX BIOPHARMA,6541,verified_tw_reference_fuzzy,Tanvex,current_mapping_row,FinLab company_basic_info:英文簡稱,,,0.9275,
TAIWAN,UNITECH PRINTED CIRCUIT,2367,verified_tw_reference_fuzzy,UNITECH,current_mapping_row,FinLab company_basic_info:英文簡稱,,,0.9204,
TAIWAN,ACTRON TECHNOLOGY,8255,verified_tw_current_round7,Actron Technology Corporation,current_mapping_row,Round7 current-code discovery: Yahoo Finance search matched `Actron Technology Corporation`/8255.TWO; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: ATC | 朋程 | 朋程科技股份有限公司,,,1.0000,
TAIWAN,E-TON SOLAR TECH,3452,verified_tw_historical_round8,"E-Ton Solar Tech. Co., Ltd. / 益通",current_mapping_row,Round8 Yahoo/Google historical quote: E-Ton Solar Tech 3452.TW; delisted,,,0.99,
TAIWAN,IRON FORCE INDUSTRIAL,2228,verified_tw_current_round7,"Iron Force Industrial Co., Ltd.",current_mapping_row,"Round7 current-code discovery: Yahoo Finance search matched `Iron Force Industrial Co., Ltd.`/2228.TW; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: IRF | 劍麟 | 劍麟股份有限公司",,,1.0000,
TAIWAN,JOHNSON HEALTH TECH CO,1736,verified_tw_current_round7,"Johnson Health Tech .Co., Ltd.",current_mapping_row,"Round7 current-code discovery: Yahoo Finance search matched `Johnson Health Tech .Co., Ltd.`/1736.TW; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: JHT | 喬山 | 喬山健康科技股份有限公司",,,1.0000,
TAIWAN,LI CHENG ENTERPRISE,4426,verified_tw_reference_fuzzy,LI CHENG,current_mapping_row,FinLab company_basic_info:英文簡稱,,,0.9321,
TAIWAN,LI PENG ENTERPRISE CO,1447,verified_tw_current_round7,"Li Peng Enterprise Co., Ltd.",current_mapping_row,"Round7 current-code discovery: Yahoo Finance search matched `Li Peng Enterprise Co., Ltd.`/1447.TW; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: LP | 力鵬 | 力鵬企業股份有限公司",,,1.0000,
TAIWAN,TAIWAN PCB TECHVEST CO,8213,verified_tw_yahoo_round8b,"Taiwan Printed Circuit Board Techvest Co., Ltd. / 志超",current_mapping_row,Round8b Yahoo Finance search: Taiwan PCB Techvest -> 8213.TW.,,,0.98,
TAIWAN,TAIWAN SURFACE MOUNTING,6278,verified_tw_historical_round7,Taiwan Surface Mounting Technology Corp.,current_mapping_row,Round7 official historical delisted source: TPEx EN deListed official delist_date=2010-08-24,,,1.0000,
TAIWAN,TOUNG LOONG TEXTILE,4401,verified_tw_current_round7,"Toung Loong Textile Mfg.Co.,Ltd.",current_mapping_row,"Round7 current-code discovery: Yahoo Finance search matched `Toung Loong Textile Mfg.Co.,Ltd.`/4401.TWO; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: TLTM | 東隆興 | 東隆興業股份有限公司",,,1.0000,
USA,ADT,ADT,mapped_exact_normalized,ADT Inc.,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,ALTAIR ENGINEERING A,,needs_review,,current_mapping_row,,,,0.0,
USA,ALTERYX A,,needs_review,,current_mapping_row,,,,0.0,
USA,APPFOLIO A,APPF,mapped_exact_normalized,APPFOLIO INC,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,APPIAN A,APPN,mapped_exact_normalized,APPIAN CORP,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,ARES COMMERCIAL REAL EST,,needs_review,,current_mapping_row,,,,0.0,
USA,ARVINAS,ARVN,mapped_exact_normalized,"ARVINAS, INC.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,AXONICS MODULATION TECH,,needs_review,,current_mapping_row,,,,0.0,
USA,AXSOME THERAPEUTICS,AXSM,mapped_exact_normalized,"Axsome Therapeutics, Inc.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,BANDWIDTH A,BAND,mapped_exact_normalized,Bandwidth Inc.,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,CALYXT,,needs_review,,current_mapping_row,,,,0.0,
USA,CARBON BLACK,,needs_review,,current_mapping_row,,,,0.0,
USA,CARGURUS A,CARG,mapped_exact_normalized,"CarGurus, Inc.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,CATALYST PHARMACEUTICAL,,needs_review,,current_mapping_row,,,,0.0,
USA,CENTURY BANCORP A,,needs_review,,current_mapping_row,,,,0.0,
USA,CONSTRUCTION PRTNRS A,,needs_review,,current_mapping_row,,,,0.0,
USA,CONTURA ENERGY,,needs_review,,current_mapping_row,,,,0.0,
USA,CORENERGY INFRASTRUCTURE,,needs_review,,current_mapping_row,,,,0.0,
USA,CRINETICS PHARMA,,needs_review,,current_mapping_row,,,,0.0,
USA,DOMO B,DOMO,mapped_exact_normalized,"DOMO, INC.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,EIDOS THERAPEUTICS,,needs_review,,current_mapping_row,,,,0.0,
USA,ELASTIC NV,,needs_review,,current_mapping_row,,,,0.0,
USA,EVENTBRITE,,needs_review,,current_mapping_row,,,,0.0,
USA,EVO PAYMENTS A,,needs_review,,current_mapping_row,,,,0.0,
USA,EVOLUS,EOLS,mapped_exact_normalized,"Evolus, Inc.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,FLUENT,FLNT,mapped_exact_normalized,"Fluent, Inc.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,FORTY SEVEN,,needs_review,,current_mapping_row,,,,0.0,
USA,GREENSKY A,,needs_review,,current_mapping_row,,,,0.0,
USA,GUARDANT HEALTH,GH,mapped_exact_normalized,"Guardant Health, Inc.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,HAMILTON LANE A,HLNE,mapped_exact_normalized,Hamilton Lane INC,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,HANGER,,needs_review,,current_mapping_row,,,,0.0,
USA,INNOVATIVE INDL PPTYS A,,needs_review,,current_mapping_row,,,,0.0,
USA,KINIKSA PHARMA A,,needs_review,,current_mapping_row,,,,0.0,
USA,KRYSTAL BIOTECH,KRYS,mapped_exact_normalized,"Krystal Biotech, Inc.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,LIBERTY OILFIELD SVCS A,,needs_review,,current_mapping_row,,,,0.0,
USA,MAGNOLIA OIL & GAS A,MGY,mapped_exact_normalized,Magnolia Oil & Gas Corp,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,MALIBU BOATS A,MBUU,mapped_exact_normalized,"MALIBU BOATS, INC.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,ODONATE THERAPEUTICS,,needs_review,,current_mapping_row,,,,0.0,
USA,ORTHOPEDIATRICS,KIDS,mapped_exact_normalized,ORTHOPEDIATRICS CORP,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,OSIRIS THERAPEUTICS,,needs_review,,current_mapping_row,,,,0.0,
USA,PENNYMAC FINL SERVICES,,needs_review,,current_mapping_row,,,,0.0,
USA,PETIQ A,,needs_review,,current_mapping_row,,,,0.0,
USA,PIVOTAL SOFTWARE A,,needs_review,,current_mapping_row,,,,0.0,
USA,PLURALSIGHT A,,needs_review,,current_mapping_row,,,,0.0,
USA,PRINCIPIA BIOPHARMA,,needs_review,,current_mapping_row,,,,0.0,
USA,QUOTIENT,,needs_review,,current_mapping_row,,,,0.0,
USA,ROAN RESOURCES A,,needs_review,,current_mapping_row,,,,0.0,
USA,RUBIUS THERAPEUTICS,,needs_review,,current_mapping_row,,,,0.0,
USA,SCHNEIDER NATIONAL B,SNDR,mapped_exact_normalized,"Schneider National, Inc.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,SCHOLAR ROCK HOLDING,SRRK,mapped_exact_normalized,Scholar Rock Holding Corp,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,SECUREWORKS A,,needs_review,,current_mapping_row,,,,0.0,
USA,SHOTSPOTTER,,needs_review,,current_mapping_row,,,,0.0,
USA,SMARTSHEET A,,needs_review,,current_mapping_row,,,,0.0,
USA,SOLARIS OILFIELD INFRA A,,needs_review,,current_mapping_row,,,,0.0,
USA,STAR GROUP,STHO,mapped_exact_normalized,Star Holdings,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,STITCH FIX A,SFIX,mapped_exact_normalized,"Stitch Fix, Inc.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,SVMK,,needs_review,,current_mapping_row,,,,0.0,
USA,SWITCH,,needs_review,,current_mapping_row,,,,0.0,
USA,TENABLE HOLDINGS,TENB,mapped_exact_normalized,"Tenable Holdings, Inc.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,TILRAY SV 2,,needs_review,,current_mapping_row,,,,0.0,
USA,TWIN RIVER WORLDWIDE,,needs_review,,current_mapping_row,,,,0.0,
USA,TWIST BIOSCIENCE,TWST,mapped_exact_normalized,Twist Bioscience Corp,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,UPWORK,UPWK,mapped_exact_normalized,"UPWORK, INC",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,VERACYTE,VCYT,mapped_exact_normalized,"VERACYTE, INC.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,VERRA MOBILITY A,VRRM,mapped_exact_normalized,VERRA MOBILITY Corp,current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,VICTORY CAPITAL HOLDINGS,VCTR,mapped_exact_normalized,"Victory Capital Holdings, Inc.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,VISHAY PRECISION GROUP,VPG,mapped_exact_normalized,"Vishay Precision Group, Inc.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,WAITR HOLDINGS,,needs_review,,current_mapping_row,,,,0.0,
USA,YETI HOLDINGS,YETI,mapped_exact_normalized,"YETI Holdings, Inc.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,ZUORA A,,needs_review,,current_mapping_row,,,,0.0,
USA,AGROFRESH SOLUTIONS,,needs_review,,current_mapping_row,,,,0.0,
USA,AMERICAN RENAL HOLDINGS,,needs_review,,current_mapping_row,,,,0.0,
USA,APTINYX,,needs_review,,current_mapping_row,,,,0.0,
USA,ASCENA RETAIL GROUP,,needs_review,,current_mapping_row,,,,0.0,
USA,BARNES & NOBLE EDUCATION,BNED,mapped_exact_normalized,"Barnes & Noble Education, Inc.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,CBL & ASSOCIATES PPTYS,,needs_review,,current_mapping_row,,,,0.0,
USA,CONCERT PHARMACEUTICALS,,needs_review,,current_mapping_row,,,,0.0,
USA,CUTERA,CUTR,verified_historical_round4,"Cutera, Inc.",current_mapping_row,Round4 conflict review: https://ir.cutera.com/news-releases/news-release-details/cutera-announces-voluntarily-delisting-nasdaq | https://www.sec.gov/Archives/edgar/data/1162461/000162828025011029/cutr-20250306.htm,,,0.98,
USA,GNC HOLDINGS A,,needs_review,,current_mapping_row,,,,0.0,
USA,GP STRATEGIES CORP,,needs_review,,current_mapping_row,,,,0.0,
USA,INNERWORKINGS,,needs_review,,current_mapping_row,,,,0.0,
USA,INVACARE CORP,,needs_review,,current_mapping_row,,,,0.0,
USA,LA JOLLA PHARMACEUTICAL,,needs_review,,current_mapping_row,,,,0.0,
USA,LSC COMMUNICATIONS,,needs_review,,current_mapping_row,,,,0.0,
USA,MAIDEN HOLDINGS,MHLA,mapped_exact_normalized,"Maiden Holdings, Ltd.",current_mapping_row,SEC company_tickers_exchange,,,1.0,
USA,MONEYGRAM INTERNATIONAL,,needs_review,,current_mapping_row,,,,0.0,
USA,NATURAL GAS SERVICES GRP,,needs_review,,current_mapping_row,,,,0.0,
