product,review,issue_date,announcement_date,effective_close_date,country,action,company_name,stock_code,mapping_status,mapping_score,matched_name,mapping_source,source_pdf,row_order
small_cap,2013-11,2013-11-07,2013-11-07,2013-11-26,TAIWAN,deletion,INTL GAMES SYSTEM C,,needs_review,0.0,,,/Users/johan/Documents/invest/msci_index_reviews/pdf/smallcap/MSCI_Nov13_SCPublicList.pdf,6
small_cap,2013-11,2013-11-07,2013-11-07,2013-11-26,TAIWAN,deletion,ITE TECHNOLOGY,,needs_review,0.0,,,/Users/johan/Documents/invest/msci_index_reviews/pdf/smallcap/MSCI_Nov13_SCPublicList.pdf,7
small_cap,2014-11,2014-11-06,2014-11-06,2014-11-25,TAIWAN,addition,INTL GAMES SYSTEM C,,needs_review,0.0,,,/Users/johan/Documents/invest/msci_index_reviews/pdf/smallcap/MSCI_Nov14_SCPublicList.pdf,3
small_cap,2014-11,2014-11-06,2014-11-06,2014-11-25,TAIWAN,deletion,CHINA CHEM & PHARM CO,,needs_review,0.0,,,/Users/johan/Documents/invest/msci_index_reviews/pdf/smallcap/MSCI_Nov14_SCPublicList.pdf,9
small_cap,2014-11,2014-11-06,2014-11-06,2014-11-25,TAIWAN,deletion,CHINESE GAMER INT'L,,needs_review,0.0,,,/Users/johan/Documents/invest/msci_index_reviews/pdf/smallcap/MSCI_Nov14_SCPublicList.pdf,12
small_cap,2014-11,2014-11-06,2014-11-06,2014-11-25,TAIWAN,deletion,ORISE TECHNOLOGY CO,,needs_review,0.0,,,/Users/johan/Documents/invest/msci_index_reviews/pdf/smallcap/MSCI_Nov14_SCPublicList.pdf,29
small_cap,2014-11,2014-11-06,2014-11-06,2014-11-25,TAIWAN,deletion,TAIWAN PROSPERITY CHEMIC,,needs_review,0.0,,,/Users/johan/Documents/invest/msci_index_reviews/pdf/smallcap/MSCI_Nov14_SCPublicList.pdf,35
small_cap,2014-11,2014-11-06,2014-11-06,2014-11-25,TAIWAN,deletion,TRANSASIA AIRWAYS,,needs_review,0.0,,,/Users/johan/Documents/invest/msci_index_reviews/pdf/smallcap/MSCI_Nov14_SCPublicList.pdf,37
small_cap,2015-11,2015-11-12,2015-11-12,2015-11-30,TAIWAN,addition,ADV WIRELESS SC,,needs_review,0.0,,,/Users/johan/Documents/invest/msci_index_reviews/pdf/smallcap/MSCI_Nov15_SCPublicList.pdf,1
small_cap,2015-11,2015-11-12,2015-11-12,2015-11-30,TAIWAN,addition,LAND MARK OPTOELECTRS,,needs_review,0.0,,,/Users/johan/Documents/invest/msci_index_reviews/pdf/smallcap/MSCI_Nov15_SCPublicList.pdf,9
small_cap,2015-11,2015-11-12,2015-11-12,2015-11-30,TAIWAN,addition,PHARMALLY INTL HLDG,,needs_review,0.0,,,/Users/johan/Documents/invest/msci_index_reviews/pdf/smallcap/MSCI_Nov15_SCPublicList.pdf,12
small_cap,2015-11,2015-11-12,2015-11-12,2015-11-30,TAIWAN,addition,SUNNY FRIEND ENV TECH,,needs_review,0.0,,,/Users/johan/Documents/invest/msci_index_reviews/pdf/smallcap/MSCI_Nov15_SCPublicList.pdf,13
small_cap,2015-11,2015-11-12,2015-11-12,2015-11-30,TAIWAN,deletion,ADV LITHIUM ELECTROCHEM,,needs_review,0.0,,,/Users/johan/Documents/invest/msci_index_reviews/pdf/smallcap/MSCI_Nov15_SCPublicList.pdf,3
small_cap,2015-11,2015-11-12,2015-11-12,2015-11-30,TAIWAN,deletion,EASTERN MEDIA INTL,,needs_review,0.0,,,/Users/johan/Documents/invest/msci_index_reviews/pdf/smallcap/MSCI_Nov15_SCPublicList.pdf,11
small_cap,2015-11,2015-11-12,2015-11-12,2015-11-30,TAIWAN,deletion,INTL GAMES SYSTEM C,,needs_review,0.0,,,/Users/johan/Documents/invest/msci_index_reviews/pdf/smallcap/MSCI_Nov15_SCPublicList.pdf,19
small_cap,2016-11,2016-11-14,2016-11-14,2016-11-30,TAIWAN,deletion,GENIUS ELECTR OPTICAL,,needs_review,0.0,,,/Users/johan/Documents/invest/msci_index_reviews/pdf/smallcap/MSCI_Nov16_SCPublicList.pdf,11
small_cap,2017-11,2017-11-13,2017-11-13,2017-11-30,TAIWAN,addition,FOXSEMICON INTGR TECH,,needs_review,0.0,,,/Users/johan/Documents/invest/msci_index_reviews/pdf/smallcap/MSCI_Nov17_SCPublicList.pdf,3
small_cap,2017-11,2017-11-13,2017-11-13,2017-11-30,TAIWAN,addition,SUNONWEALTH ELEC MACHINE,,needs_review,0.0,,,/Users/johan/Documents/invest/msci_index_reviews/pdf/smallcap/MSCI_Nov17_SCPublicList.pdf,13
small_cap,2017-11,2017-11-13,2017-11-13,2017-11-30,TAIWAN,deletion,AMBASSADOR HOTEL (THE),,needs_review,0.0,,,/Users/johan/Documents/invest/msci_index_reviews/pdf/smallcap/MSCI_Nov17_SCPublicList.pdf,2
small_cap,2017-11,2017-11-13,2017-11-13,2017-11-30,TAIWAN,deletion,HUNG POO REAL ESTATE DEV,,needs_review,0.0,,,/Users/johan/Documents/invest/msci_index_reviews/pdf/smallcap/MSCI_Nov17_SCPublicList.pdf,7
small_cap,2018-11,2018-11-13,2018-11-13,2018-11-30,TAIWAN,deletion,ADV WIRELESS SC,,needs_review,0.0,,,/Users/johan/Documents/invest/msci_index_reviews/pdf/smallcap/MSCI_Nov18_SCPublicList.pdf,2
small_cap,2018-11,2018-11-13,2018-11-13,2018-11-30,TAIWAN,deletion,LITE-ON SEMICONDUCTOR,,needs_review,0.0,,,/Users/johan/Documents/invest/msci_index_reviews/pdf/smallcap/MSCI_Nov18_SCPublicList.pdf,24
small_cap,2018-11,2018-11-13,2018-11-13,2018-11-30,TAIWAN,deletion,YEONG GUAN ENERGY GROUP,,needs_review,0.0,,,/Users/johan/Documents/invest/msci_index_reviews/pdf/smallcap/MSCI_Nov18_SCPublicList.pdf,39
small_cap,2019-11,2019-11-07,2019-11-07,2019-11-26,TAIWAN,addition,ADV WIRELESS SC,,needs_review,0.0,,,/Users/johan/Documents/invest/msci_index_reviews/pdf/smallcap/MSCI_Nov19_SCPublicList.pdf,1
small_cap,2020-11,2020-11-10,2020-11-10,2020-11-30,TAIWAN,addition,CHUNG HSIN ELEC & MACH,,needs_review,0.0,,,/Users/johan/Documents/invest/msci_index_reviews/pdf/smallcap/MSCI_Nov20_SCPublicList.pdf,5
small_cap,2021-11,2021-11-11,2021-11-11,2021-11-30,TAIWAN,deletion,DEPO AUTO PARTS INDL CO,,needs_review,0.0,,,/Users/johan/Documents/invest/msci_index_reviews/pdf/smallcap/MSCI_Nov21_SCPublicList.pdf,8
small_cap,2021-11,2021-11-11,2021-11-11,2021-11-30,TAIWAN,deletion,SUNONWEALTH ELEC MACHINE,,needs_review,0.0,,,/Users/johan/Documents/invest/msci_index_reviews/pdf/smallcap/MSCI_Nov21_SCPublicList.pdf,35
small_cap,2021-11,2021-11-11,2021-11-11,2021-11-30,TAIWAN,deletion,UNIZYX HOLDING,,needs_review,0.0,,,/Users/johan/Documents/invest/msci_index_reviews/pdf/smallcap/MSCI_Nov21_SCPublicList.pdf,42
small_cap,2022-11,2022-11-10,2022-11-10,2022-11-30,TAIWAN,deletion,PC HOME ONLINE,,needs_review,0.0,,,/Users/johan/Documents/invest/msci_index_reviews/pdf/smallcap/MSCI_Nov22_SCPublicList.pdf,6
small_cap,2024-11,2024-11-06,2024-11-06,2024-11-25,TAIWAN,addition,GALLANT PREC MACHINING,,needs_review,0.0,,,/Users/johan/Documents/invest/msci_index_reviews/pdf/smallcap/MSCI_Nov24_SCPublicList.pdf,5
small_cap,2024-11,2024-11-06,2024-11-06,2024-11-25,TAIWAN,deletion,INTL GAMES SYSTEM C,,needs_review,0.0,,,/Users/johan/Documents/invest/msci_index_reviews/pdf/smallcap/MSCI_Nov24_SCPublicList.pdf,10
small_cap,2024-11,2024-11-06,2024-11-06,2024-11-25,TAIWAN,deletion,SUNNY FRIEND ENV TECH,,needs_review,0.0,,,/Users/johan/Documents/invest/msci_index_reviews/pdf/smallcap/MSCI_Nov24_SCPublicList.pdf,16
small_cap,2025-11,2025-11-05,2025-11-05,2025-11-24,TAIWAN,deletion,PRINCE HOUSING DEV,,needs_review,0.0,,,/Users/johan/Documents/invest/msci_index_reviews/pdf/smallcap/MSCI_Nov25_SCPublicList.pdf,17
