country,company_name,candidate_stock_code,candidate_matched_name,candidate_score,candidate_source
TAIWAN,KWONG FONG INDUSTRIES,5523,FONG CHIEN,0.4516,FinLab company_basic_info:英文簡稱
TAIWAN,LINGSEN PRECISION IND,2915,RUENTEX IND.LTD,0.4375,FinLab company_basic_info:英文簡稱
TAIWAN,SILICON INTEGRATED SYS,4973,Silicon Power,0.6014,FinLab company_basic_info:英文簡稱
TAIWAN,USUN TECHNOLOGY,3498,USUN,0.9167,FinLab company_basic_info:英文簡稱
TAIWAN,LAND MARK OPTOELECTRS,5603,SEA&LAND,0.3333,FinLab company_basic_info:英文簡稱
TAIWAN,LION TRAVEL SERVICE,2745,LIFE TRAVEL,0.6,FinLab company_basic_info:英文簡稱
TAIWAN,PHARMALLY INTL HLDG,1906,Baolong Intl.,0.4516,FinLab company_basic_info:英文簡稱
TAIWAN,SUNNY FRIEND ENV TECH,6676,Sunny,0.9138,FinLab company_basic_info:英文簡稱
TAIWAN,EASTERN MEDIA INTL,6856,ST media,0.6154,FinLab company_basic_info:英文簡稱
TAIWAN,GLOBAL MIXED-MODE TECH,8358,CO-TECH,0.8782,FinLab company_basic_info:英文簡稱
TAIWAN,KINGS TOWN CONSTRUCTION,2726,Yummy Town,0.4,FinLab company_basic_info:英文簡稱
TAIWAN,CHUNGHWA PRECISION TEST,2908,Test Rite,0.4,FinLab company_basic_info:英文簡稱
TAIWAN,KEE TAI PROPERTIES CO,3357,TAI-TECH,0.4,FinLab company_basic_info:英文簡稱
TAIWAN,RICH DEVELOPMENT CO,5512,RICH,0.915,FinLab company_basic_info:英文簡稱
TAIWAN,FOXSEMICON INTGR TECH,8358,CO-TECH,0.879,FinLab company_basic_info:英文簡稱
TAIWAN,NUVOTON TECHNOLOGY,6863,Arizon RFID Technology,0.65,TWSE OpenAPI t187ap03_L:公司名稱
TAIWAN,HUNG POO REAL ESTATE DEV,2527,Hung Ching,0.3241,FinLab company_basic_info:英文簡稱
TAIWAN,TAIWAN FIRE & MARINE INS,9924,TAIWAN FU HSING,0.5666,FinLab company_basic_info:英文簡稱
TAIWAN,CENTURY IRON & STEEL,2071,Chen Nan Steel,0.7222,FinLab company_basic_info:英文簡稱
TAIWAN,ALPHA NETWORKS,8024,Alpha,0.9257,FinLab company_basic_info:英文簡稱
TAIWAN,GLORIA MATERIAL TECH,8358,CO-TECH,0.88,FinLab company_basic_info:英文簡稱
TAIWAN,TWI PHARMACEUTICALS,6610,TWi Biotech.,0.53,FinLab company_basic_info:英文簡稱
TAIWAN,YUNG CHI PAINT & VARNISH,1909,Longchen P&P,0.5238,FinLab company_basic_info:英文簡稱
TAIWAN,UNIVERSAL CEMENT,3218,UNIVERSAL,0.9463,FinLab company_basic_info:英文簡稱
TAIWAN,UNIVERSAL VISION BIOTECH,3218,UNIVERSAL,0.9275,FinLab company_basic_info:英文簡稱
TAIWAN,ADVANCED ENERGY SOLUTION,8938,ADVANCED GROUP,0.9233,FinLab company_basic_info:英文簡稱
TAIWAN,T3EX GLOBAL HOLDINGS,2636,T3EX,0.9264,FinLab company_basic_info:英文簡稱
TAIWAN,ATEN INTERNATIONAL,6277,ATEN,0.9122,FinLab company_basic_info:英文簡稱
TAIWAN,CHC RESOURCES CORP,9930,CHC,0.6967,FinLab company_basic_info:英文簡稱
TAIWAN,HUNG SHENG CONSTRUCTION,2527,Hung Ching,0.5148,FinLab company_basic_info:英文簡稱
TAIWAN,IEI INTEGRATION CORP,3022,IEI,0.6967,FinLab company_basic_info:英文簡稱
TAIWAN,BORA PHARMACEUTICALS,6472,Bora,0.91,FinLab company_basic_info:英文簡稱
TAIWAN,SAKURA DEVELOPMENT,3521,TSG Development,0.7879,FinLab company_basic_info:英文簡稱
TAIWAN,JSL CONSTRUCTION & DEV,1909,Longchen P&P,0.5,FinLab company_basic_info:英文簡稱
TAIWAN,NORTH STAR INTERNATIONAL,2719,Star Travel,0.4571,FinLab company_basic_info:英文簡稱
TAIWAN,APEX DYNAMICS,5210,APEX,0.9208,FinLab company_basic_info:英文簡稱
TAIWAN,YC INOX CO,4306,YC,0.6967,FinLab company_basic_info:英文簡稱
TAIWAN,INTELLIGO TECHNOLOGY,6863,Arizon RFID Technology,0.6667,TWSE OpenAPI t187ap03_L:公司名稱
TAIWAN,PRINCE HOUSING DEV,6935,PRINCE PHARM,0.5633,FinLab company_basic_info:英文簡稱
