country,company_name,stock_code,matched_name,mapping_source,mapping_score,mapping_status,is_verified_mapping,universe_match,universe_checked,backtest_ready_mapping
TAIWAN,HIROCA HOLDINGS,1338,Hiroca,FinLab company_basic_info:英文簡稱,1.0,mapped_exact_normalized,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,PRIMAX ELECTRONICS,4915,Primax,FinLab company_basic_info:英文簡稱,0.9233,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,SERCOMM CORP,5388,Sercomm,FinLab company_basic_info:英文簡稱,1.0,mapped_exact_normalized,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,VIKING TECH,3624,VIKING,FinLab company_basic_info:英文簡稱,0.9445,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,C-MEDIA ELECTRONICS,6237,C-Media Electronics Inc.,Round7 current-code discovery: Yahoo Finance search matched `C-Media Electronics Inc.`/6237.TWO; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: CMEI | 驊訊 | 驊訊電子企業股份有限公司,1.0000,verified_tw_current_round7,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,TAIWAN IC PACKAGING,3372,Taiwan IC Packaging Corporation,Round7 current-code discovery: Yahoo Finance search matched `Taiwan IC Packaging Corporation`/3372.TWO; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: TICP | 典範 | 台灣典範半導體股份有限公司,1.0000,verified_tw_current_round7,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,TECOM,2321,TECOM,FinLab company_basic_info:英文簡稱,1.0,mapped_exact_normalized,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,YUFO ELECTRONIC CORP,6194,"Yufo Electronics Co., Ltd.","Round7b variant current-code discovery: Yahoo Finance search matched `Yufo Electronics Co., Ltd.`/6194.TWO; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: YUFO | 育富 | 育富電子股份有限公司",1.0000,verified_tw_current_round7b,true,true,FinLab/TWSE/TPEx ticker reference universe,true
USA,ACADIA HEALTHCARE,ACHC,"Acadia Healthcare Company, Inc.",SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,BRIGHTCOVE,BCOV,Brightcove Inc.,web_verified_round2:https://investor.brightcove.com/financial-information,0.98,verified_us_web_high_confidence,true,true,us_dayTradePortfolio Close union,true
USA,CAESARS ENTERTAINMENT,CZR,"Caesars Entertainment, Inc.",SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,MATADOR RESOURCES,MTDR,Matador Resources Co,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,PARK-OHIO HOLDINGS CORP,PKOH,PARK OHIO HOLDINGS CORP,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,PROTO LABS,PRLB,Proto Labs Inc,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,CAPITAL CITY BANK GROUP,CCBG,CAPITAL CITY BANK GROUP INC,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,CODEXIS,CDXS,"CODEXIS, INC.",SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,CRAWFORD & CO B,CRD-A,CRAWFORD & CO,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,ENERGY RECOVERY,ERII,"Energy Recovery, Inc.",SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,FUEL TECH,FTEK,"FUEL TECH, INC.",SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,MARCHEX B,MCHX,MARCHEX INC,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,MITEK SYSTEMS,MITK,MITEK SYSTEMS INC,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
TAIWAN,KOBIN ENVIRONMNTL ENTER,1808,"Kobin / 國賓大地環保事業股份有限公司, later Ruentex Development / 潤隆建設",Round8e web/Google evidence: MoneyDJ/MOPS material-info article states 國賓大地環保事業股份有限公司 changed name to 潤隆建設股份有限公司 and stock code remained 1808; web66/kobin.com.tw evidence links Kobin domain to 國賓大地環保事業股份有限公司.,0.95,verified_tw_historical_round8e,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,MEDIGEN BIOTECHNOLOGY,3176,MEDIGEN,FinLab company_basic_info:英文簡稱,0.9233,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,TTET UNION CORPORATION,1232,TTET Union Corporation,Round7 current-code discovery: Yahoo Finance search matched `TTET Union Corporation`/1232.TW; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: TTET | 大統益 | 大統益股份有限公司,1.0000,verified_tw_current_round7,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,UBRIGHT OPTRONICS CORP,4933,UBRIGHT,FinLab company_basic_info:英文簡稱,0.9312,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,XXENTRIA TECH MATERIAL,8942,Xxentria,FinLab company_basic_info:英文簡稱,0.9264,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,ASTRO CORP,3064,Astro Corp.,FinLab company_basic_info:英文簡稱,1.0,mapped_exact_normalized,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,FROCH ENTERPRISE CO,2030,FROCH,FinLab company_basic_info:英文簡稱,0.9213,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,HUNG CHING DEVELOPMENT,2527,Hung Ching,FinLab company_basic_info:英文簡稱,0.9355,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,JENN FENG NEW ENERGY CO,1538,"Jenn Feng Industrial Tools Co., Ltd. / 正峰",Round8b Yahoo Finance search: Jenn Feng -> 1538.TW; MSCI name likely Jenn Feng New Energy naming variant.,0.98,verified_tw_yahoo_round8b,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,KENMEC MECHANICAL ENGR.,6125,KENMEC,FinLab company_basic_info:英文簡稱,0.9173,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,MAYER STEEL PIPE CORP,2020,MAYER PIPE,FinLab company_basic_info:英文簡稱,0.83,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,MEILOON INDUSTRIAL CO,2477,MEILOON,FinLab company_basic_info:英文簡稱,0.9289,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,POWERCOM CO,3043,"Powercom Co., Ltd","Round7 current-code discovery: Yahoo Finance search matched `Powercom Co., Ltd`/3043.TW; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: PCM | 科風 | 科風股份有限公司",1.0000,verified_tw_current_round7,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,RAYDIUM SEMICONDUCTOR CO,3592,Raydium,FinLab company_basic_info:英文簡稱,0.9233,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,SHUTTLE,2405,Shuttle,FinLab company_basic_info:英文簡稱,1.0,mapped_exact_normalized,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,SUPREME ELECTRONICS CO,8112,Supreme,FinLab company_basic_info:英文簡稱,0.9268,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,WELTREND SEMICONDUCTOR,2436,Weltrend,FinLab company_basic_info:英文簡稱,0.9264,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,XINTEC,3374,Xintec,FinLab company_basic_info:英文簡稱,1.0,mapped_exact_normalized,true,true,FinLab/TWSE/TPEx ticker reference universe,true
USA,1-800-FLOWERS.COM A,FLWS,1 800 FLOWERS COM INC,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,AMBARELLA,AMBA,AMBARELLA INC,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,BLOOMIN' BRANDS,BLMN,"Bloomin' Brands, Inc.",SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,BOISE CASCADE CO,BCC,BOISE CASCADE Co,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,CERUS CORP,CERS,CERUS CORP,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,FIRST FINANCIAL HOLDINGS,THFF,First Financial Corporation  - Common Stock,NasdaqTrader nasdaqlisted,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,FIVE BELOW,FIVE,"FIVE BELOW, INC",SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,GLOBUS MEDICAL A,GMED,GLOBUS MEDICAL INC,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,CITI TRENDS,CTRN,Citi Trends Inc,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,FIRST BUSEY CORP,BUSE,FIRST BUSEY CORP /NV/,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,GERON CORP,GERN,GERON CORP,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,MARKEL CORP,MKL,MARKEL GROUP INC.,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,NATIONAL HEALTHCARE CORP,NHC,NATIONAL HEALTHCARE CORP,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
TAIWAN,CHC HEALTHCARE GROUP,4164,CHC Healthcare Group,Round7 current-code discovery: Yahoo Finance search matched `CHC Healthcare Group`/4164.TW; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: CHC | 承業生醫投資控股股份有限公司 | 承業醫,1.0000,verified_tw_current_round7,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,CHINA ECOTEK CORPORATION,1535,China Ecotek Corporation,Round7 current-code discovery: Yahoo Finance search matched `China Ecotek Corporation`/1535.TW; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: CEC | 中宇 | 中宇環保工程股份有限公司,1.0000,verified_tw_current_round7,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,GOURMET MASTER CO,2723,Gourmet,FinLab company_basic_info:英文簡稱,0.94,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,KMC (KUEI MENG) INT'L,5306,KMC (Kuei Meng) International Inc. / 桂盟,Round8 Same issuer as KMC (Kuei Meng) International -> 5306,0.99,verified_tw_historical_round8,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,MERCURIES LIFE INSURANCE,2867,Mercuries Life,FinLab company_basic_info:英文簡稱,0.9483,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,PHARMAENGINE INC,4162,"PharmaEngine, Inc.","Round7 current-code discovery: Yahoo Finance search matched `PharmaEngine, Inc.`/4162.TWO; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: PEI | 智擎 | 智擎生技製藥股份有限公司",1.0000,verified_tw_current_round7,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,X LEGEND ENTERTAINMENT,4994,X-LEGEND,FinLab company_basic_info:英文簡稱,0.9264,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,AVY PRECISION TECH,5392,"Abico AVY Co., Ltd., formerly AVY Precision Technology Inc. / 能率",Round8d web/Yahoo/Google evidence: Yahoo Finance 5392.TWO and StockAnalysis/MarketScreener state Abico AVY was formerly AVY Precision Technology Inc.; ticker 5392.,0.95,verified_tw_yahoo_google_round8d,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,BENQ MATERIALS CORP,8215,BenQ Materials Corporation,Round7 current-code discovery: Yahoo Finance search matched `BenQ Materials Corporation`/8215.TW; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: BMC | 明基材 | 明基材料股份有限公司,1.0000,verified_tw_current_round7,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,GIANTPLUS TECHNOLOGY CO,8105,GiantPlus,FinLab company_basic_info:英文簡稱,0.935,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,GLOBE UNION INDUSTRIAL,9934,Globe Union Industrial Corp.,Round7 current-code discovery: Yahoo Finance search matched `Globe Union Industrial Corp.`/9934.TW; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: GUIC | 成霖 | 成霖企業股份有限公司,1.0000,verified_tw_current_round7,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,I-CHIUN PRECISION IND CO,2486,I-CHIUN,FinLab company_basic_info:英文簡稱,0.9233,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,LONGWELL CO,6290,LONGWELL,FinLab company_basic_info:英文簡稱,1.0,mapped_exact_normalized,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,PAN JIT INTERNATIONAL,2481,Pan Jit International Inc. / 強茂,Round8 Yahoo Finance query: Pan Jit International -> 2481.TW,0.99,verified_tw_yahoo_google_round8,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,SHENMAO TECHNOLOGY,3305,SHENMAO,FinLab company_basic_info:英文簡稱,0.9289,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,TA YA ELECT WIRE & CABLE,1609,TA YA,FinLab company_basic_info:英文簡稱,0.9092,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,TA-I TECHNOLOGY CO,2478,TA-I,FinLab company_basic_info:英文簡稱,0.9167,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,TEKCORE CO,3339,TEKCORE,FinLab company_basic_info:英文簡稱,1.0,mapped_exact_normalized,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,WAH HONG INDUSTRIAL CORP,8240,WAH HONG,FinLab company_basic_info:英文簡稱,0.9321,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,WUS PRINTED CIRCUIT CO,2316,"WUS Printed Circuit Co., Ltd.","Round7 current-code discovery: Yahoo Finance search matched `WUS Printed Circuit Co., Ltd.`/2316.TW; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: WUS | 楠梓電 | 楠梓電子股份有限公司",1.0000,verified_tw_current_round7,true,true,FinLab/TWSE/TPEx ticker reference universe,true
USA,ATRICURE INC,ATRC,"AtriCure, Inc.",SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,CECO ENVIRONMENTAL,CECO,CECO ENVIRONMENTAL CORP,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,CUSTOMERS BANCORP INC,CUBI,"Customers Bancorp, Inc.",SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,EAGLE BANCORP,EGBN,EAGLE BANCORP INC,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,EPLUS,PLUS,EPLUS INC,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,ESSENT GROUP,ESNT,Essent Group Ltd.,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,CAPITAL SOUTHWEST CORP,CSWC,CAPITAL SOUTHWEST CORP,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,GOLUB CAPITAL BDC,GBDC,"GOLUB CAPITAL BDC, Inc.",SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,MAIN STREET CAPITAL CORP,MAIN,Main Street Capital CORP,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
TAIWAN,ADDCN TECHNOLOGY,5287,ADDCN,FinLab company_basic_info:英文簡稱,0.9213,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,ADVANCED LITH ELCTROCHM,5227,"Advanced Lithium Electrochemistry Co., Ltd. / 立凱-KY",Round8 Yahoo/Google query: Advanced Lithium Electrochemistry Taiwan stock -> 5227.TWO,0.99,verified_tw_yahoo_google_round8,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,BROGENT TECHNOLOGIES,5263,BROGENT,FinLab company_basic_info:英文簡稱,0.925,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,BROWAVE CORP,3163,Browave,FinLab company_basic_info:英文簡稱,1.0,mapped_exact_normalized,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,CHICONY POWER TECHNOLOGY,6412,Chicony Power,FinLab company_basic_info:英文簡稱,0.9442,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,E-LEAD ELECTRONIC CO,2497,E-LEAD,FinLab company_basic_info:英文簡稱,0.9253,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,CHAMPION BUILDING MATRLS,1806,"Champion Building Materials Co., Ltd. / 冠軍",Round8b Yahoo Finance search: Champion Building Materials -> 1806.TW.,0.98,verified_tw_yahoo_round8b,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,CHIEN KUO CONST CO,5515,CHIEN KUO,FinLab company_basic_info:英文簡稱,0.95,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,CHINA ELECTRIC MFG,1611,China Electric Mfg. Corporation,Round7 current-code discovery: Yahoo Finance search matched `China Electric Mfg. Corporation`/1611.TW; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: CE | 中國電器股份有限公司 | 中電,1.0000,verified_tw_current_round7,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,CONCORD SECURITIES CORP,6016,"Concord Securities Co., Ltd.","Round7 current-code discovery: Yahoo Finance search matched `Concord Securities Co., Ltd.`/6016.TWO; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: concords | 康和綜合證券股份有限公司 | 康和證",1.0000,verified_tw_current_round7,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,GLOBAL BRANDS MANUFACT.,6191,Global Brands Manufacture Ltd.,Round7 current-code discovery: Yahoo Finance search matched `Global Brands Manufacture Ltd.`/6191.TW; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: GBM | 精成科 | 精成科技股份有限公司,1.0000,verified_tw_current_round7,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,HANNSTAR BOARD CORP,6116,Hannstar,FinLab company_basic_info:英文簡稱,0.9471,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,HOLIDAY ENTERTAINMENT CO,9943,HOLIDAY,FinLab company_basic_info:英文簡稱,0.9233,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
USA,ANI PHARMACEUTICALS,ANIP,ANI PHARMACEUTICALS INC,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,ATARA BIOTHERAPEUTICS,ATRA,"Atara Biotherapeutics, Inc.",SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,BANC OF CALIFORNIA,BANC,"BANC OF CALIFORNIA, INC.",SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,BOOT BARN HOLDINGS,BOOT,"Boot Barn Holdings, Inc.",SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,BOX A,BOX,BOX INC,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,CARRIAGE SERVICES,CSV,CARRIAGE SERVICES INC,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,CORCEPT THERAPEUTICS,CORT,CORCEPT THERAPEUTICS INC,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,FRESHPET,FRPT,"Freshpet, Inc.",SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,GLOBALSTAR,GSAT,"Globalstar, Inc.",SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,HERITAGE INSURANCE,HRTG,"Heritage Insurance Holdings, Inc.",SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,IMAX,IMAX,IMAX CORP,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,INOGEN,INGN,Inogen Inc,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,AGILYSYS,AGYS,AGILYSYS INC,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,COMSTOCK RESOURCES,CRK,COMSTOCK RESOURCES INC,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,EHEALTH,EHTH,"eHealth, Inc.",SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,GOLD RESOURCE CORP,GORO,GOLD RESOURCE CORP,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,LADDER CAPITAL CORP A,LADR,Ladder Capital Corp,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
TAIWAN,CHLITINA HOLDING,4137,CHLITINA-KY,FinLab company_basic_info:英文簡稱,0.9627,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,KUNG LONG BATTERIES INDL,1537,KUNG LONG,FinLab company_basic_info:英文簡稱,0.9275,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,SENAO NETWORKS,3558,Senao Networks,FinLab company_basic_info:英文簡稱,1.0,mapped_exact_normalized,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,SHUNSIN TECHNOLOGY HLDGS,6451,ShunSin,FinLab company_basic_info:英文簡稱,0.9192,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,SHIHLIN ELECTRIC & ENGR,1503,Shihlin Electric & Engineering Corporation / 士電,Round8 Yahoo Finance query: Shihlin Electric Engineering -> 1503.TW,0.99,verified_tw_yahoo_google_round8,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,SOUTHEAST CEMENT CO,1110,"Southeast Cement Co., Ltd.","Round7 current-code discovery: Yahoo Finance search matched `Southeast Cement Co., Ltd.`/1110.TW; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: SE CEMENT | 東南水泥股份有限公司 | 東泥",1.0000,verified_tw_current_round7,true,true,FinLab/TWSE/TPEx ticker reference universe,true
USA,ALARM.COM HOLDINGS,ALRM,"Alarm.com Holdings, Inc.",SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,COLLEGIUM PHARMACEUTICAL,COLL,"COLLEGIUM PHARMACEUTICAL, INC",SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,CPI CARD GROUP,PMTS,CPI Card Group Inc.,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,CSW INDUSTRIALS,CSW,"CSW INDUSTRIALS, INC.",SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,DULUTH HOLDINGS B,DLTH,DULUTH HOLDINGS INC.,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,EDITAS MEDICINE,EDIT,"Editas Medicine, Inc.",SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,ACACIA RESEARCH,ACTG,ACACIA RESEARCH CORP,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,ADDUS HOMECARE CORP,ADUS,Addus HomeCare Corp,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,ALICO,ALCO,"ALICO, INC.",SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,AMERESCO A,AMRC,"Ameresco, Inc.",SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
TAIWAN,BASSO INDUSTRY CORP,1527,BASSO,FinLab company_basic_info:英文簡稱,0.9257,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,BIOTEQUE CORPORATION,4107,BIOTEQUE,FinLab company_basic_info:英文簡稱,1.0,mapped_exact_normalized,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,CAYMAN ENGLEY INDL,2239,Cayman Engley,FinLab company_basic_info:英文簡稱,0.9622,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,CHAUN-CHOUNG TECH CORP,6230,CHAUN-CHOUNG TECHNOLOGY CORP.,Round7 official historical delisted source: TPEx EN deListed official delist_date=2010-09-16,1.0000,verified_tw_historical_round7,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,ABILITY ENTERPRISE CO,2374,"Ability Enterprise Co., Ltd.","Round7 current-code discovery: Yahoo Finance search matched `Ability Enterprise Co., Ltd.`/2374.TW; code exists in TWSE/TPEx/FinLab Taiwan reference universe. Local refs: ABILITY | 佳能 | 佳能企業股份有限公司",1.0000,verified_tw_current_round7,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,CHUNG HUNG STEEL CORP,2014,CHUNG HUNG,FinLab company_basic_info:英文簡稱,0.9525,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
