ticker,name,exchange,source,norm
9944,新麗企業股份有限公司,sii,FinLab company_basic_info:公司名稱,
9944,Shinih,sii,FinLab company_basic_info:英文簡稱,SHINIH
9945,潤泰新,sii,FinLab company_basic_info:公司簡稱,
9945,潤泰創新國際股份有限公司,sii,FinLab company_basic_info:公司名稱,
9945,RUENTEX DEVELOP,sii,FinLab company_basic_info:英文簡稱,RUENTEX DEVELOP
9946,三發地產,sii,FinLab company_basic_info:公司簡稱,
9946,三發地產股份有限公司,sii,FinLab company_basic_info:公司名稱,
9946,SANFAR,sii,FinLab company_basic_info:英文簡稱,SANFAR
9955,佳龍,sii,FinLab company_basic_info:公司簡稱,
9955,佳龍科技工程股份有限公司,sii,FinLab company_basic_info:公司名稱,
9955,SDTI,sii,FinLab company_basic_info:英文簡稱,SDTI
9958,世紀鋼,sii,FinLab company_basic_info:公司簡稱,
9958,世紀鋼鐵結構股份有限公司,sii,FinLab company_basic_info:公司名稱,
9958,CIS,sii,FinLab company_basic_info:英文簡稱,CIS
1240,茂生農經,otc,FinLab company_basic_info:公司簡稱,
1240,茂生農經股份有限公司,otc,FinLab company_basic_info:公司名稱,
1240,MORNSUN,otc,FinLab company_basic_info:英文簡稱,MORNSUN
1259,安心,otc,FinLab company_basic_info:公司簡稱,
1259,安心食品服務股份有限公司,otc,FinLab company_basic_info:公司名稱,
1259,AN-SHIN,otc,FinLab company_basic_info:英文簡稱,AN SHIN
1264,德麥,otc,FinLab company_basic_info:公司簡稱,
1264,德麥食品股份有限公司,otc,FinLab company_basic_info:公司名稱,
1264,TEHMAG,otc,FinLab company_basic_info:英文簡稱,TEHMAG
1268,漢來美食,otc,FinLab company_basic_info:公司簡稱,
1268,漢來美食股份有限公司,otc,FinLab company_basic_info:公司名稱,
1268,Hi-Lai Foods,otc,FinLab company_basic_info:英文簡稱,HI LAI FOODS
1294,漢田生技,otc,FinLab company_basic_info:公司簡稱,
1294,漢田生技股份有限公司,otc,FinLab company_basic_info:公司名稱,
1294,HTB,otc,FinLab company_basic_info:英文簡稱,HTB
1295,生合,otc,FinLab company_basic_info:公司簡稱,
1295,生合生物科技股份有限公司,otc,FinLab company_basic_info:公司名稱,
1295,SYNBIO,otc,FinLab company_basic_info:英文簡稱,SYNBIO
1336,台翰,otc,FinLab company_basic_info:公司簡稱,
1336,台翰精密科技股份有限公司,otc,FinLab company_basic_info:公司名稱,
1336,TAIHAN,otc,FinLab company_basic_info:英文簡稱,TAIHAN
1565,精華,otc,FinLab company_basic_info:公司簡稱,
1565,精華光學股份有限公司,otc,FinLab company_basic_info:公司名稱,
1565,St.Shine,otc,FinLab company_basic_info:英文簡稱,ST SHINE
1569,濱川,otc,FinLab company_basic_info:公司簡稱,
1569,濱川企業股份有限公司,otc,FinLab company_basic_info:公司名稱,
1569,Bin Chuan,otc,FinLab company_basic_info:英文簡稱,BIN CHUAN
1570,力肯,otc,FinLab company_basic_info:公司簡稱,
1570,力肯實業股份有限公司,otc,FinLab company_basic_info:公司名稱,
1570,De Poan,otc,FinLab company_basic_info:英文簡稱,DE POAN
1580,新麥,otc,FinLab company_basic_info:公司簡稱,
1580,新麥企業股份有限公司,otc,FinLab company_basic_info:公司名稱,
1580,SINMAG,otc,FinLab company_basic_info:英文簡稱,SINMAG
1584,精剛,otc,FinLab company_basic_info:公司簡稱,
1584,精剛精密科技股份有限公司,otc,FinLab company_basic_info:公司名稱,
1584,STC,otc,FinLab company_basic_info:英文簡稱,STC
1586,和勤,otc,FinLab company_basic_info:公司簡稱,
1586,和勤精機股份有限公司,otc,FinLab company_basic_info:公司名稱,
1586,CFTC,otc,FinLab company_basic_info:英文簡稱,CFTC
1591,駿吉-KY,otc,FinLab company_basic_info:公司簡稱,KY
1591,英屬開曼群島商駿吉控股(股)公司,otc,FinLab company_basic_info:公司名稱,
1591,INMAX,otc,FinLab company_basic_info:英文簡稱,INMAX
1593,祺驊,otc,FinLab company_basic_info:公司簡稱,
1593,祺驊股份有限公司,otc,FinLab company_basic_info:公司名稱,
1593,CHI HUA,otc,FinLab company_basic_info:英文簡稱,CHI HUA
1595,川寶,otc,FinLab company_basic_info:公司簡稱,
1595,川寶科技股份有限公司,otc,FinLab company_basic_info:公司名稱,
1595,CBT,otc,FinLab company_basic_info:英文簡稱,CBT
1599,宏佳騰,otc,FinLab company_basic_info:公司簡稱,
1599,宏佳騰動力科技股份有限公司,otc,FinLab company_basic_info:公司名稱,
1599,AEON,otc,FinLab company_basic_info:英文簡稱,AEON
1742,台蠟,otc,FinLab company_basic_info:公司簡稱,
1742,台灣蠟品股份有限公司,otc,FinLab company_basic_info:公司名稱,
1742,TWC,otc,FinLab company_basic_info:英文簡稱,TWC
1777,生泰,otc,FinLab company_basic_info:公司簡稱,
1777,生泰合成工業股份有限公司,otc,FinLab company_basic_info:公司名稱,
1777,SYN-TECH,otc,FinLab company_basic_info:英文簡稱,SYN TECH
1781,合世,otc,FinLab company_basic_info:公司簡稱,
1781,合世生醫科技股份有限公司,otc,FinLab company_basic_info:公司名稱,
1781,H&L,otc,FinLab company_basic_info:英文簡稱,H AND L
1784,訊聯,otc,FinLab company_basic_info:公司簡稱,
1784,訊聯生物科技股份有限公司,otc,FinLab company_basic_info:公司名稱,
1784,BIONET CORP.,otc,FinLab company_basic_info:英文簡稱,BIONET
1785,光洋科,otc,FinLab company_basic_info:公司簡稱,
1785,光洋應用材料科技股份有限公司,otc,FinLab company_basic_info:公司名稱,
1785,Solar,otc,FinLab company_basic_info:英文簡稱,SOLAR
1788,杏昌,otc,FinLab company_basic_info:公司簡稱,
1788,杏昌生技股份有限公司,otc,FinLab company_basic_info:公司名稱,
1788,HCI,otc,FinLab company_basic_info:英文簡稱,HCI
1796,金穎生技,otc,FinLab company_basic_info:公司簡稱,
1796,金穎生物科技股份有限公司,otc,FinLab company_basic_info:公司名稱,
1796,GeneFerm,otc,FinLab company_basic_info:英文簡稱,GENEFERM
1799,易威,otc,FinLab company_basic_info:公司簡稱,
1799,易威生醫科技股份有限公司,otc,FinLab company_basic_info:公司名稱,
1799,EASYWELL,otc,FinLab company_basic_info:英文簡稱,EASYWELL
1813,寶利徠,otc,FinLab company_basic_info:公司簡稱,
1813,寶利徠光學科技股份有限公司,otc,FinLab company_basic_info:公司名稱,
1813,Polylite,otc,FinLab company_basic_info:英文簡稱,POLYLITE
1815,富喬,otc,FinLab company_basic_info:公司簡稱,
1815,富喬工業股份有限公司,otc,FinLab company_basic_info:公司名稱,
1815,FFG,otc,FinLab company_basic_info:英文簡稱,FFG
2035,唐榮公司,otc,FinLab company_basic_info:公司簡稱,
2035,唐榮鐵工廠股份有限公司,otc,FinLab company_basic_info:公司名稱,
2035,TE,otc,FinLab company_basic_info:英文簡稱,TE
2061,風青,otc,FinLab company_basic_info:公司簡稱,
2061,風青實業股份有限公司,otc,FinLab company_basic_info:公司名稱,
2061,FENG CHING,otc,FinLab company_basic_info:英文簡稱,FENG CHING
2063,世鎧精密,otc,FinLab company_basic_info:公司簡稱,
2063,世鎧精密股份有限公司,otc,FinLab company_basic_info:公司名稱,
2063,SHEH KAI,otc,FinLab company_basic_info:英文簡稱,SHEH KAI
2064,晉椿,otc,FinLab company_basic_info:公司簡稱,
2064,晉椿工業股份有限公司,otc,FinLab company_basic_info:公司名稱,
2064,CAMELLIA,otc,FinLab company_basic_info:英文簡稱,CAMELLIA
2065,世豐,otc,FinLab company_basic_info:公司簡稱,
2065,世豐螺絲股份有限公司,otc,FinLab company_basic_info:公司名稱,
2065,SF,otc,FinLab company_basic_info:英文簡稱,SF
2066,世德,otc,FinLab company_basic_info:公司簡稱,
2066,世德工業股份有限公司,otc,FinLab company_basic_info:公司名稱,
2066,SUMEEKO,otc,FinLab company_basic_info:英文簡稱,SUMEEKO
2067,嘉鋼,otc,FinLab company_basic_info:公司簡稱,
2067,嘉鋼精密工業股份有限公司,otc,FinLab company_basic_info:公司名稱,
2067,CYSTEEL,otc,FinLab company_basic_info:英文簡稱,CYSTEEL
2070,精湛,otc,FinLab company_basic_info:公司簡稱,
2070,精湛光學科技股份有限公司,otc,FinLab company_basic_info:公司名稱,
2070,Ching Chan,otc,FinLab company_basic_info:英文簡稱,CHING CHAN
2073,雄順,otc,FinLab company_basic_info:公司簡稱,
2073,雄順金屬股份有限公司,otc,FinLab company_basic_info:公司名稱,
2073,SSMC,otc,FinLab company_basic_info:英文簡稱,SSMC
2221,大甲,otc,FinLab company_basic_info:公司簡稱,
2221,大甲永和機械工業股份有限公司,otc,FinLab company_basic_info:公司名稱,
2221,DAJA、YHMCO,otc,FinLab company_basic_info:英文簡稱,DAJA YHMCO
2230,泰茂,otc,FinLab company_basic_info:公司簡稱,
2230,泰茂實業股份有限公司,otc,FinLab company_basic_info:公司名稱,
2230,C.T.I.,otc,FinLab company_basic_info:英文簡稱,C T I
2235,謚源,otc,FinLab company_basic_info:公司簡稱,
2235,謚源實業股份有限公司,otc,FinLab company_basic_info:公司名稱,
2235,I YUAN,otc,FinLab company_basic_info:英文簡稱,I YUAN
2596,綠意,otc,FinLab company_basic_info:公司簡稱,
2596,綠意開發股份有限公司,otc,FinLab company_basic_info:公司名稱,
2596,ReaLy,otc,FinLab company_basic_info:英文簡稱,REALY
2640,大車隊,otc,FinLab company_basic_info:公司簡稱,
2640,台灣大車隊股份有限公司,otc,FinLab company_basic_info:公司名稱,
2640,55688,otc,FinLab company_basic_info:英文簡稱,55688
2641,正德,otc,FinLab company_basic_info:公司簡稱,
2641,正德海運股份有限公司,otc,FinLab company_basic_info:公司名稱,
2641,Franbo Lines,otc,FinLab company_basic_info:英文簡稱,FRANBO LINES
2643,捷迅,otc,FinLab company_basic_info:公司簡稱,
2643,捷迅股份有限公司,otc,FinLab company_basic_info:公司名稱,
2643,Soonest,otc,FinLab company_basic_info:英文簡稱,SOONEST
2718,全心投控,otc,FinLab company_basic_info:公司簡稱,
2718,全心投資控股股份有限公司,otc,FinLab company_basic_info:公司名稱,
2718,Allmind,otc,FinLab company_basic_info:英文簡稱,ALLMIND
2719,燦星旅,otc,FinLab company_basic_info:公司簡稱,
2719,台鋼燦星國際旅行社股份有限公司,otc,FinLab company_basic_info:公司名稱,
2719,Star Travel,otc,FinLab company_basic_info:英文簡稱,STAR TRAVEL
2724,藝舍-KY,otc,FinLab company_basic_info:公司簡稱,KY
2724,藝舍國際創新股份有限公司,otc,FinLab company_basic_info:公司名稱,
2724,AAGD-KY,otc,FinLab company_basic_info:英文簡稱,AAGD KY
2726,雅茗-KY,otc,FinLab company_basic_info:公司簡稱,KY
2726,雅茗天地股份有限公司,otc,FinLab company_basic_info:公司名稱,
2726,Yummy Town,otc,FinLab company_basic_info:英文簡稱,YUMMY TOWN
2729,瓦城,otc,FinLab company_basic_info:公司簡稱,
2729,瓦城泰統股份有限公司,otc,FinLab company_basic_info:公司名稱,
2729,TTFB,otc,FinLab company_basic_info:英文簡稱,TTFB
2732,六角,otc,FinLab company_basic_info:公司簡稱,
2732,六角國際事業股份有限公司,otc,FinLab company_basic_info:公司名稱,
2732,La Kaffa,otc,FinLab company_basic_info:英文簡稱,LA KAFFA
2734,易飛網,otc,FinLab company_basic_info:公司簡稱,
2734,易飛網國際旅行社股份有限公司,otc,FinLab company_basic_info:公司名稱,
2734,Ezfly,otc,FinLab company_basic_info:英文簡稱,EZFLY
2736,富野,otc,FinLab company_basic_info:公司簡稱,
2736,富野大飯店股份有限公司,otc,FinLab company_basic_info:公司名稱,
2736,HOYA,otc,FinLab company_basic_info:英文簡稱,HOYA
2740,華軒,otc,FinLab company_basic_info:公司簡稱,
2740,華軒地產股份有限公司,otc,FinLab company_basic_info:公司名稱,
2740,Hua Hsuan,otc,FinLab company_basic_info:英文簡稱,HUA HSUAN
2743,山富,otc,FinLab company_basic_info:公司簡稱,
2743,山富國際旅行社股份有限公司,otc,FinLab company_basic_info:公司名稱,
2743,richmond,otc,FinLab company_basic_info:英文簡稱,RICHMOND
2745,五福,otc,FinLab company_basic_info:公司簡稱,
2745,五福旅行社股份有限公司,otc,FinLab company_basic_info:公司名稱,
2745,LIFE TRAVEL,otc,FinLab company_basic_info:英文簡稱,LIFE TRAVEL
2751,王座,otc,FinLab company_basic_info:公司簡稱,
2751,王座國際餐飲股份有限公司,otc,FinLab company_basic_info:公司名稱,
2751,Kingza,otc,FinLab company_basic_info:英文簡稱,KINGZA
2752,豆府,otc,FinLab company_basic_info:公司簡稱,
2752,豆府股份有限公司,otc,FinLab company_basic_info:公司名稱,
2752,TOFU,otc,FinLab company_basic_info:英文簡稱,TOFU
2754,亞洲藏壽司,otc,FinLab company_basic_info:公司簡稱,
2754,亞洲藏壽司股份有限公司,otc,FinLab company_basic_info:公司名稱,
2754,KURA SUSHI ASIA,otc,FinLab company_basic_info:英文簡稱,KURA SUSHI ASIA
2755,揚秦,otc,FinLab company_basic_info:公司簡稱,
2755,揚秦國際企業股份有限公司,otc,FinLab company_basic_info:公司名稱,
2755,YoungQin,otc,FinLab company_basic_info:英文簡稱,YOUNGQIN
2756,聯發國際,otc,FinLab company_basic_info:公司簡稱,
2756,聯發國際餐飲事業股份有限公司,otc,FinLab company_basic_info:公司名稱,
2756,LIAN FA,otc,FinLab company_basic_info:英文簡稱,LIAN FA
2916,滿心,otc,FinLab company_basic_info:公司簡稱,
2916,滿心企業股份有限公司,otc,FinLab company_basic_info:公司名稱,
2916,MUNSIN,otc,FinLab company_basic_info:英文簡稱,MUNSIN
2924,宏太-KY,otc,FinLab company_basic_info:公司簡稱,KY
2924,開曼群島宏太股份有限公司,otc,FinLab company_basic_info:公司名稱,
2924,Grand Galactica,otc,FinLab company_basic_info:英文簡稱,GRAND GALACTICA
2926,誠品生活,otc,FinLab company_basic_info:公司簡稱,
2926,誠品生活股份有限公司,otc,FinLab company_basic_info:公司名稱,
2926,Eslite Spectrum,otc,FinLab company_basic_info:英文簡稱,ESLITE SPECTRUM
2937,集雅社,otc,FinLab company_basic_info:公司簡稱,
2937,集雅社股份有限公司,otc,FinLab company_basic_info:公司名稱,
2937,Gseven,otc,FinLab company_basic_info:英文簡稱,GSEVEN
2941,米斯特,otc,FinLab company_basic_info:公司簡稱,
2941,米斯特國際企業股份有限公司,otc,FinLab company_basic_info:公司名稱,
2941,MISTER,otc,FinLab company_basic_info:英文簡稱,MISTER
2947,振宇五金,otc,FinLab company_basic_info:公司簡稱,
2947,振宇五金股份有限公司,otc,FinLab company_basic_info:公司名稱,
2947,Zhen Yu,otc,FinLab company_basic_info:英文簡稱,ZHEN YU
2948,寶陞,otc,FinLab company_basic_info:公司簡稱,
2948,寶陞國際股份有限公司,otc,FinLab company_basic_info:公司名稱,
2948,Bausen,otc,FinLab company_basic_info:英文簡稱,BAUSEN
2949,欣新網,otc,FinLab company_basic_info:公司簡稱,
2949,欣新網股份有限公司,otc,FinLab company_basic_info:公司名稱,
2949,HHG,otc,FinLab company_basic_info:英文簡稱,HHG
3064,泰偉,otc,FinLab company_basic_info:公司簡稱,
3064,泰偉電子股份有限公司,otc,FinLab company_basic_info:公司名稱,
3064,Astro Corp.,otc,FinLab company_basic_info:英文簡稱,ASTRO
3066,李洲,otc,FinLab company_basic_info:公司簡稱,
3066,李洲科技股份有限公司,otc,FinLab company_basic_info:公司名稱,
3066,TAIWAN OASIS,otc,FinLab company_basic_info:英文簡稱,TAIWAN OASIS
3067,全域,otc,FinLab company_basic_info:公司簡稱,
3067,全域股份有限公司,otc,FinLab company_basic_info:公司名稱,
3067,PNC,otc,FinLab company_basic_info:英文簡稱,PNC
3071,協禧,otc,FinLab company_basic_info:公司簡稱,
3071,協禧電機股份有限公司,otc,FinLab company_basic_info:公司名稱,
3071,ADDA,otc,FinLab company_basic_info:英文簡稱,ADDA
3073,天方能源,otc,FinLab company_basic_info:公司簡稱,
3073,天方能源科技股份有限公司,otc,FinLab company_basic_info:公司名稱,
3073,Teamphon,otc,FinLab company_basic_info:英文簡稱,TEAMPHON
3078,僑威,otc,FinLab company_basic_info:公司簡稱,
3078,僑威科技股份有限公司,otc,FinLab company_basic_info:公司名稱,
3078,CWT,otc,FinLab company_basic_info:英文簡稱,CWT
3081,聯亞,otc,FinLab company_basic_info:公司簡稱,
3081,聯亞光電工業股份有限公司,otc,FinLab company_basic_info:公司名稱,
3081,LandMark,otc,FinLab company_basic_info:英文簡稱,LANDMARK
3083,網龍,otc,FinLab company_basic_info:公司簡稱,
3083,中華網龍股份有限公司,otc,FinLab company_basic_info:公司名稱,
3083,CHINESEGAMER,otc,FinLab company_basic_info:英文簡稱,CHINESEGAMER
3085,新零售,otc,FinLab company_basic_info:公司簡稱,
3085,台鋼新零售股份有限公司,otc,FinLab company_basic_info:公司名稱,
3085,NEWRETAIL,otc,FinLab company_basic_info:英文簡稱,NEWRETAIL
3086,華義,otc,FinLab company_basic_info:公司簡稱,
3086,華義國際數位娛樂股份有限公司,otc,FinLab company_basic_info:公司名稱,
3086,WAYI,otc,FinLab company_basic_info:英文簡稱,WAYI
3088,艾訊,otc,FinLab company_basic_info:公司簡稱,
3088,艾訊股份有限公司,otc,FinLab company_basic_info:公司名稱,
3088,AXIOMTEK,otc,FinLab company_basic_info:英文簡稱,AXIOMTEK
3093,港建*,otc,FinLab company_basic_info:公司簡稱,
3093,台灣港建股份有限公司,otc,FinLab company_basic_info:公司名稱,
3093,TKK,otc,FinLab company_basic_info:英文簡稱,TKK
3095,及成,otc,FinLab company_basic_info:公司簡稱,
3095,及成企業股份有限公司,otc,FinLab company_basic_info:公司名稱,
3095,CCC,otc,FinLab company_basic_info:英文簡稱,CCC
3105,穩懋,otc,FinLab company_basic_info:公司簡稱,
3105,穩懋半導體股份有限公司,otc,FinLab company_basic_info:公司名稱,
3105,WIN,otc,FinLab company_basic_info:英文簡稱,WIN
3114,好德,otc,FinLab company_basic_info:公司簡稱,
3114,好德科技股份有限公司,otc,FinLab company_basic_info:公司名稱,
3114,HT,otc,FinLab company_basic_info:英文簡稱,HT
3115,富榮綱,otc,FinLab company_basic_info:公司簡稱,
3115,富育榮綱股份有限公司,otc,FinLab company_basic_info:公司名稱,
3115,TSC,otc,FinLab company_basic_info:英文簡稱,TSC
3118,進階,otc,FinLab company_basic_info:公司簡稱,
3118,進階生物科技股份有限公司,otc,FinLab company_basic_info:公司名稱,
3118,LEVEL,otc,FinLab company_basic_info:英文簡稱,LEVEL
3122,笙泉,otc,FinLab company_basic_info:公司簡稱,
3122,笙泉科技股份有限公司,otc,FinLab company_basic_info:公司名稱,
3122,Megawin,otc,FinLab company_basic_info:英文簡稱,MEGAWIN
3128,昇銳,otc,FinLab company_basic_info:公司簡稱,
3128,昇銳智慧科技股份有限公司,otc,FinLab company_basic_info:公司名稱,
3128,HI SHARP,otc,FinLab company_basic_info:英文簡稱,HI SHARP
3131,弘塑,otc,FinLab company_basic_info:公司簡稱,
3131,弘塑科技股份有限公司,otc,FinLab company_basic_info:公司名稱,
3131,GPTC,otc,FinLab company_basic_info:英文簡稱,GPTC
3141,晶宏,otc,FinLab company_basic_info:公司簡稱,
3141,晶宏半導體股份有限公司,otc,FinLab company_basic_info:公司名稱,
3141,UltraChip,otc,FinLab company_basic_info:英文簡稱,ULTRACHIP
3147,大綜,otc,FinLab company_basic_info:公司簡稱,
3147,大綜電腦系統股份有限公司,otc,FinLab company_basic_info:公司名稱,
3147,JETWELL,otc,FinLab company_basic_info:英文簡稱,JETWELL
3152,璟德,otc,FinLab company_basic_info:公司簡稱,
3152,璟德電子工業股份有限公司,otc,FinLab company_basic_info:公司名稱,
3152,ACX,otc,FinLab company_basic_info:英文簡稱,ACX
3158,嘉實,otc,FinLab company_basic_info:公司簡稱,
3158,嘉實資訊股份有限公司,otc,FinLab company_basic_info:公司名稱,
3158,SysJust,otc,FinLab company_basic_info:英文簡稱,SYSJUST
3162,精確,otc,FinLab company_basic_info:公司簡稱,
3162,精確實業股份有限公司,otc,FinLab company_basic_info:公司名稱,
3162,UAT,otc,FinLab company_basic_info:英文簡稱,UAT
3163,波若威,otc,FinLab company_basic_info:公司簡稱,
3163,波若威科技股份有限公司,otc,FinLab company_basic_info:公司名稱,
3163,Browave,otc,FinLab company_basic_info:英文簡稱,BROWAVE
3169,亞信,otc,FinLab company_basic_info:公司簡稱,
3169,亞信電子股份有限公司,otc,FinLab company_basic_info:公司名稱,
3169,ASIX,otc,FinLab company_basic_info:英文簡稱,ASIX
3171,炎洲流通,otc,FinLab company_basic_info:公司簡稱,
3171,炎洲流通股份有限公司,otc,FinLab company_basic_info:公司名稱,
3171,YCD,otc,FinLab company_basic_info:英文簡稱,YCD
3176,基亞,otc,FinLab company_basic_info:公司簡稱,
3176,基亞生物科技股份有限公司,otc,FinLab company_basic_info:公司名稱,
3176,MEDIGEN,otc,FinLab company_basic_info:英文簡稱,MEDIGEN
3178,公準,otc,FinLab company_basic_info:公司簡稱,
3178,公準精密工業股份有限公司,otc,FinLab company_basic_info:公司名稱,
3178,GONGIN,otc,FinLab company_basic_info:英文簡稱,GONGIN
3188,鑫龍騰,otc,FinLab company_basic_info:公司簡稱,
3188,鑫龍騰開發股份有限公司,otc,FinLab company_basic_info:公司名稱,
3188,GLTD,otc,FinLab company_basic_info:英文簡稱,GLTD
3191,雲嘉南,otc,FinLab company_basic_info:公司簡稱,
3191,雲嘉南科技股份有限公司,otc,FinLab company_basic_info:公司名稱,
3191,YJN,otc,FinLab company_basic_info:英文簡稱,YJN
3205,佰研,otc,FinLab company_basic_info:公司簡稱,
3205,佰研生化科技股份有限公司,otc,FinLab company_basic_info:公司名稱,
3205,SLS,otc,FinLab company_basic_info:英文簡稱,SLS
3206,志豐,otc,FinLab company_basic_info:公司簡稱,
3206,志豐電子股份有限公司,otc,FinLab company_basic_info:公司名稱,
3206,KINGSTATE,otc,FinLab company_basic_info:英文簡稱,KINGSTATE
3207,耀勝,otc,FinLab company_basic_info:公司簡稱,
3207,耀勝電子股份有限公司,otc,FinLab company_basic_info:公司名稱,
3207,YAO SHENG,otc,FinLab company_basic_info:英文簡稱,YAO SHENG
3211,順達,otc,FinLab company_basic_info:公司簡稱,
3211,順達科技股份有限公司,otc,FinLab company_basic_info:公司名稱,
3211,Dynapack,otc,FinLab company_basic_info:英文簡稱,DYNAPACK
3213,茂訊,otc,FinLab company_basic_info:公司簡稱,
3213,茂訊電腦股份有限公司,otc,FinLab company_basic_info:公司名稱,
3213,Mildef,otc,FinLab company_basic_info:英文簡稱,MILDEF
3217,優群,otc,FinLab company_basic_info:公司簡稱,
3217,優群科技股份有限公司,otc,FinLab company_basic_info:公司名稱,
3217,ARGOSY,otc,FinLab company_basic_info:英文簡稱,ARGOSY
3218,大學光,otc,FinLab company_basic_info:公司簡稱,
3218,大學光學科技股份有限公司,otc,FinLab company_basic_info:公司名稱,
3218,UNIVERSAL,otc,FinLab company_basic_info:英文簡稱,UNIVERSAL
3219,倚強科,otc,FinLab company_basic_info:公司簡稱,
3219,倚強科技股份有限公司,otc,FinLab company_basic_info:公司名稱,
3219,Aethertek,otc,FinLab company_basic_info:英文簡稱,AETHERTEK
3221,台嘉碩,otc,FinLab company_basic_info:公司簡稱,
3221,台灣嘉碩科技股份有限公司,otc,FinLab company_basic_info:公司名稱,
3221,TST,otc,FinLab company_basic_info:英文簡稱,TST
3224,三顧,otc,FinLab company_basic_info:公司簡稱,
3224,三顧股份有限公司,otc,FinLab company_basic_info:公司名稱,
3224,MetaTech,otc,FinLab company_basic_info:英文簡稱,METATECH
3226,龍鋒,otc,FinLab company_basic_info:公司簡稱,
3226,龍鋒科技股份有限公司,otc,FinLab company_basic_info:公司名稱,
3226,LFA,otc,FinLab company_basic_info:英文簡稱,LFA
3227,原相,otc,FinLab company_basic_info:公司簡稱,
3227,原相科技股份有限公司,otc,FinLab company_basic_info:公司名稱,
3227,PXI,otc,FinLab company_basic_info:英文簡稱,PXI
3228,金麗科,otc,FinLab company_basic_info:公司簡稱,
3228,金麗科技股份有限公司,otc,FinLab company_basic_info:公司名稱,
3228,RDC,otc,FinLab company_basic_info:英文簡稱,RDC
3230,錦明,otc,FinLab company_basic_info:公司簡稱,
3230,錦明實業股份有限公司,otc,FinLab company_basic_info:公司名稱,
3230,Jiin Ming,otc,FinLab company_basic_info:英文簡稱,JIIN MING
3232,昱捷,otc,FinLab company_basic_info:公司簡稱,
3232,昱捷股份有限公司,otc,FinLab company_basic_info:公司名稱,
3232,SIC,otc,FinLab company_basic_info:英文簡稱,SIC
3234,光環,otc,FinLab company_basic_info:公司簡稱,
3234,光環科技股份有限公司,otc,FinLab company_basic_info:公司名稱,
3234,TrueLight,otc,FinLab company_basic_info:英文簡稱,TRUELIGHT
3236,千如,otc,FinLab company_basic_info:公司簡稱,
3236,千如電機工業股份有限公司,otc,FinLab company_basic_info:公司名稱,
3236,ABC,otc,FinLab company_basic_info:英文簡稱,ABC
3252,海灣,otc,FinLab company_basic_info:公司簡稱,
3252,海灣國際開發(股)公司,otc,FinLab company_basic_info:公司名稱,
3252,Haiwan,otc,FinLab company_basic_info:英文簡稱,HAIWAN
3259,鑫創,otc,FinLab company_basic_info:公司簡稱,
3259,鑫創科技股份有限公司,otc,FinLab company_basic_info:公司名稱,
3259,3S,otc,FinLab company_basic_info:英文簡稱,3S
3260,威剛,otc,FinLab company_basic_info:公司簡稱,
3260,威剛科技股份有限公司,otc,FinLab company_basic_info:公司名稱,
3260,ADATA,otc,FinLab company_basic_info:英文簡稱,ADATA
3264,欣銓,otc,FinLab company_basic_info:公司簡稱,
3264,欣銓科技股份有限公司,otc,FinLab company_basic_info:公司名稱,
3264,Ardentec,otc,FinLab company_basic_info:英文簡稱,ARDENTEC
3265,台星科,otc,FinLab company_basic_info:公司簡稱,
3265,台星科股份有限公司,otc,FinLab company_basic_info:公司名稱,
3265,WST,otc,FinLab company_basic_info:英文簡稱,WST
3268,海德威,otc,FinLab company_basic_info:公司簡稱,
3268,海德威電子工業股份有限公司,otc,FinLab company_basic_info:公司名稱,
3268,Higher Way,otc,FinLab company_basic_info:英文簡稱,HIGHER WAY
3272,東碩,otc,FinLab company_basic_info:公司簡稱,
3272,東碩資訊股份有限公司,otc,FinLab company_basic_info:公司名稱,
3272,GW,otc,FinLab company_basic_info:英文簡稱,GW
3276,宇環,otc,FinLab company_basic_info:公司簡稱,
3276,宇環科技股份有限公司,otc,FinLab company_basic_info:公司名稱,
3276,tht,otc,FinLab company_basic_info:英文簡稱,THT
3284,太普高,otc,FinLab company_basic_info:公司簡稱,
3284,太普高精密影像股份有限公司,otc,FinLab company_basic_info:公司名稱,
3284,TOP,otc,FinLab company_basic_info:英文簡稱,TOP
3285,微端,otc,FinLab company_basic_info:公司簡稱,
3285,微端科技股份有限公司,otc,FinLab company_basic_info:公司名稱,
3285,MT,otc,FinLab company_basic_info:英文簡稱,MT
3287,廣寰科,otc,FinLab company_basic_info:公司簡稱,
3287,廣寰科技股份有限公司,otc,FinLab company_basic_info:公司名稱,
3287,Kworld,otc,FinLab company_basic_info:英文簡稱,KWORLD
3288,點晶,otc,FinLab company_basic_info:公司簡稱,
3288,點晶科技股份有限公司,otc,FinLab company_basic_info:公司名稱,
3288,SiTI,otc,FinLab company_basic_info:英文簡稱,SITI
3289,宜特,otc,FinLab company_basic_info:公司簡稱,
3289,宜特科技股份有限公司,otc,FinLab company_basic_info:公司名稱,
3289,IST,otc,FinLab company_basic_info:英文簡稱,IST
3290,東浦,otc,FinLab company_basic_info:公司簡稱,
3290,東浦精密光電股份有限公司,otc,FinLab company_basic_info:公司名稱,
3290,DONPON,otc,FinLab company_basic_info:英文簡稱,DONPON
3293,鈊象,otc,FinLab company_basic_info:公司簡稱,
3293,鈊象電子股份有限公司,otc,FinLab company_basic_info:公司名稱,
3293,IGS,otc,FinLab company_basic_info:英文簡稱,IGS
